5071970,* MOFid-v1.NA.NA;5071970,
5072056,N=CC(=N)F.[Cu][Cu].[O-]C(=O)C#CC12C3C4C2(C2(C1(C3C42C#CC(=O)[O-])F)F)F.[O-]C(=O)C=CC=CC(=O)[O-] MOFid-v1.pcu.cat2;5072056,Cu.QEFIANIIMDSXBD.SFSXFCQFQAKMFE.TXXHDPDFNKHHGW.MOFkey-v1.pcu
5072057,N=CC(=N)F.[Cu][Cu].[O-]C(=O)C#CC12C3(F)C4C2(C2(C1(C3C42C#CC(=O)[O-])F)F)F.[O-]C(=O)C=C(C(=C(C(=O)[O-])F)F)F MOFid-v1.pcu.cat0;5072057,Cu.CTSIOQSMEPXEDO.KHPHSYFMJZPLTH.SFSXFCQFQAKMFE.MOFkey-v1.pcu
5072058,N=CC(=N)F.[Cu][Cu].[O-]C(=O)C#CC12C3(F)C4C2(C2(C1(C3C42C#CC(=O)[O-])F)F)F.[O-]C(=O)C=C(C(=C(C(=O)[O-])F)F)F MOFid-v1.pcu.cat1;5072058,Cu.CTSIOQSMEPXEDO.KHPHSYFMJZPLTH.SFSXFCQFQAKMFE.MOFkey-v1.pcu
5072059,N=CC(=N)F.[Cu][Cu].[O-]C(=O)C#CC12C3(F)C4C2(C2(C1(C3C42C#CC(=O)[O-])F)F)F.[O-]C(=O)C=C(C(=C(C(=O)[O-])F)F)F MOFid-v1.pcu.cat2;5072059,Cu.CTSIOQSMEPXEDO.KHPHSYFMJZPLTH.SFSXFCQFQAKMFE.MOFkey-v1.pcu
5072060,FC(=N)C(=N)F.[Cu][Cu].[O-]C(=O)C#CC12C3C4C2(C2(C1C3(C42C#CC(=O)[O-])F)F)F.[O-]C(=O)C#CC12C3C4C2C2(C1C3C42C#CC(=O)[O-])F MOFid-v1.pcu.cat0;5072060,Cu.JCTRAWCJXDECPQ.WJBPMLNQEZXACX.ZWVOGSPTLQAOOR.MOFkey-v1.pcu
5072061,FC(=N)C(=N)F.[Cu][Cu].[O-]C(=O)C#CC12C3C4C2(C2(C1C3(C42C#CC(=O)[O-])F)F)F.[O-]C(=O)C#CC12C3C4C2C2(C1C3C42C#CC(=O)[O-])F MOFid-v1.pcu.cat1;5072061,Cu.JCTRAWCJXDECPQ.WJBPMLNQEZXACX.ZWVOGSPTLQAOOR.MOFkey-v1.pcu
5072062,N#CC12C3C4C2(C2(C1C3(C42C#N)F)F)F.[Cu][Cu].[O-]C(=O)C=C(C(=C(C(=O)[O-])F)F)F.[O-]C(=O)C=CC=C(C(=O)[O-])F MOFid-v1.pcu.cat0;5072062,Cu.BTEDCBWROUGWBH.KHPHSYFMJZPLTH.PTYIDKBTGREHJW.MOFkey-v1.pcu
5072063,N#CC12C3C4C2(C2(C1C3(C42C#N)F)F)F.[Cu][Cu].[O-]C(=O)C=C(C(=C(C(=O)[O-])F)F)F.[O-]C(=O)C=CC=C(C(=O)[O-])F MOFid-v1.pcu.cat1;5072063,Cu.BTEDCBWROUGWBH.KHPHSYFMJZPLTH.PTYIDKBTGREHJW.MOFkey-v1.pcu
5072064,FC(=CC(=O)[O-])C(=CC(=O)[O-])F.FN=CC(=N)F.[Cu][Cu].[O-]C(=O)C#CC12C3C4C1C1(C2C3(C41C#CC(=O)[O-])F)F MOFid-v1.pcu.cat0;5072064,Cu.JEZLWMJEAXUSBA.KCBAMAUCSTUDRB.YPOJRJPGMYZYCC.MOFkey-v1.pcu
5072065,FC(=CC(=O)[O-])C(=CC(=O)[O-])F.FN=CC(=N)F.[Cu][Cu].[O-]C(=O)C#CC12C3C4C1C1(C2C3(C41C#CC(=O)[O-])F)F MOFid-v1.pcu.cat1;5072065,Cu.JEZLWMJEAXUSBA.KCBAMAUCSTUDRB.YPOJRJPGMYZYCC.MOFkey-v1.pcu
5072066,[Cu][Cu].[N]=CC=[N].[O-]C(=O)C#CC12C3C4C2(C2(C1C3(C42C#CC(=O)[O-])Cl)Cl)Cl.[O-]C(=O)C#CC12C3C4C2(C2C1C3(C42C#CC(=O)[O-])Cl)Cl MOFid-v1.pcu.cat0;5072066,Cu.SDXOBMPDERJLKX.XMAWAFYFYZFEMT.YFSVFKVYUYVLEC.MOFkey-v1.pcu
5072067,N#CC12C3C4C2(C2C1C3(C42C#N)Cl)Cl.[Cu][Cu].[O-]C(=O)C=CC=CC(=O)[O-].[O-]C(=O)[C]=CC=[C]C(=O)[O-] MOFid-v1.pcu.cat0;5072067,Cu.LECNSUZJZQABID.SMLQULHUANUXPK.TXXHDPDFNKHHGW.MOFkey-v1.pcu
5072068,N#CC12[C]3C4C2C2(C1C3C42C#N)Cl.[Cu][Cu].[O-]C(=O)C=CC=CC(=O)[O-].[O-]C(=O)[C]=CC=[C]C(=O)[O-] MOFid-v1.pcu.cat1;5072068,Cu.DEQMMXTUDGUZNQ.SMLQULHUANUXPK.TXXHDPDFNKHHGW.MOFkey-v1.pcu
5072069,N#CC12C3C4[C]2C2C1[C]3C42C#N.[Cu][Cu].[O-]C(=O)C=CC([CH]C(=O)[O-])Cl.[O-]C(=O)[C]=CC=[C]C(=O)[O-] MOFid-v1.pcu.cat2;5072069,Cu.SMLQULHUANUXPK.XWQORVVWPWTUGW.ZLBYZUCLWZOFGL.MOFkey-v1.pcu
5072070,N#CC12C3C4C2(C2(C1C3(C42C#N)Cl)Cl)Cl.[Cu][Cu].[O-]C(=O)[C]=CC(=CC(=O)[O-])Cl.[O-]C(=O)[C]=CC=[C]C(=O)[O-] MOFid-v1.pcu.cat0;5072070,Cu.SMLQULHUANUXPK.XDBMHKZLPVEGTK.XSIWQALBGNRDNC.MOFkey-v1.pcu
5072071,N#CC12C3C4[C]1C1(C2C3(C41C#N)Cl)Cl.[Cu][Cu].[O-]C(=O)C=[C]C=[C]C(=O)[O-].[O-]C(=O)[C]=CC=[C]C(=O)[O-] MOFid-v1.pcu.cat1;5072071,Cu.GVIREOFRDYLQSD.PBDVVWNXWJICHZ.SMLQULHUANUXPK.MOFkey-v1.pcu
5072072,[Cu][Cu].[N]=CC(=[N])Cl.[O-]C(=O)C#CC12C3C4C1C1(C2C3(C41C#CC(=O)[O-])Cl)Cl.[O-]C(=O)C=CC(=C(C(=O)[O-])Cl)Cl MOFid-v1.pcu.cat0;5072072,Cu.DWQBQFJBVSUSRV.RYAMCBOVEWSBIK.SOSGLWHQVQUMLM.MOFkey-v1.pcu
5072073,[Cu][Cu].[N]=CC(=[N])Cl.[O-]C(=O)C#CC12C3C4C1C1(C2C3(C41C#CC(=O)[O-])Cl)Cl.[O-]C(=O)C=CC(=C(C(=O)[O-])Cl)Cl MOFid-v1.pcu.cat1;5072073,Cu.DWQBQFJBVSUSRV.RYAMCBOVEWSBIK.SOSGLWHQVQUMLM.MOFkey-v1.pcu
5072074,[Cu][Cu].[N]=CC(=[N])Cl.[O-]C(=O)C#CC12C3C4C2C2(C1[C]3C42C#CC(=O)[O-])Cl.[O-]C(=O)C=C[C]=C(C(=O)[O-])Cl.ClCl MOFid-v1.pcu.cat2;5072074,Cu.DWQBQFJBVSUSRV.IWHOQOOHELVOBZ.QFCLZZCSUKHEOK.MOFkey-v1.pcu
5072075,N=CC(=[N])Cl.[Cu][Cu].[O-]C(=O)C#CC12C3C4C2C2(C1C3C42C#CC(=O)[O-])Cl.[O-]C(=O)C=CC(=CC(=O)[O-])Cl MOFid-v1.pcu.cat0;5072075,Cu.AATRWUQPSVDVAJ.ICMVYBXQDUXEEE.SQPHFWANALQRDI.MOFkey-v1.pcu
5072076,[Cu][Cu].[N]=CC=N.[O-]C(=O)C#CC12C3C4C1C1(C2(C3C41C#CC(=O)[O-])Br)Br.[O-]C(=O)C#CC12C3C4C2C2(C1C3C42C#CC(=O)[O-])Br MOFid-v1.pcu.cat0;5072076,Cu.OMRGTQFVOFJZAV.UUTGDYUKPAGSPH.ZLOZPFYHAJZNDG.MOFkey-v1.pcu
5072077,[Cu][Cu].[N]=CC=N.[O-]C(=O)C#CC12C3C4C1C1(C2(C3C41C#CC(=O)[O-])Br)Br.[O-]C(=O)C#CC12C3C4C2C2(C1C3C42C#CC(=O)[O-])Br MOFid-v1.pcu.cat1;5072077,Cu.OMRGTQFVOFJZAV.UUTGDYUKPAGSPH.ZLOZPFYHAJZNDG.MOFkey-v1.pcu
5072078,BrN=C(C(=N)Br)Br.[Cu][Cu].[O-]C(=O)C#CC12C3C4C2(C2C1C3(C42C#CC(=O)[O-])Br)Br.[O-]C(=O)C=CC(=C(C(=O)[O-])Br)Br MOFid-v1.pcu.cat0;5072078,Cu.BHGVPGXYXVFXGC.LKSUKESNNZEZLR.PGRBXJZFUHCTKB.MOFkey-v1.pcu
5072079,N#CC12C3C4(C2(C2C1(C3(C42C#N)Br)Br)Br)Br.[Cu][Cu].[O-]C(=O)C#CC12C3(Br)C4C2(C2(C1(C3C42C#CC(=O)[O-])Br)Br)Br.[O-]C(=O)C=CC=CC(=O)[O-] MOFid-v1.pcu.cat0;5072079,Cu.KUPLTRCXVQPWSH.TXXHDPDFNKHHGW.XSABGLRAUKGBLI.MOFkey-v1.pcu
5072080,N=CC(=[N])Br.[Cu][Cu].[O-]C(=O)C#CC12C3C4C2(C2(C1C3(C42C#CC(=O)[O-])Br)Br)Br.[O-]C(=O)C=CC=CC(=O)[O-] MOFid-v1.pcu.cat0;5072080,Cu.GGSOIXALTNWFRM.HVRSLJAKTHWUCW.TXXHDPDFNKHHGW.MOFkey-v1.pcu
5072081,N=CC(=N)Br.[Cu][Cu].[O-]C(=O)C#CC12C3C4C2(C2(C1C3(C42C#CC(=O)[O-])Br)Br)Br.[O-]C(=O)C=CC(=[C]C(=O)[O-])Br MOFid-v1.pcu.cat0;5072081,Cu.DUTOSOAHFOOBEO.GGSOIXALTNWFRM.ZKBJNEMXYPXODL.MOFkey-v1.pcu
5072082,N=CC(=N)Br.[Cu][Cu].[O-]C(=O)C#CC12C3C4C2(C2(C1C3(C42C#CC(=O)[O-])Br)Br)Br.[O-]C(=O)C=CC(=[C]C(=O)[O-])Br MOFid-v1.UNKNOWN.cat0;5072082,Cu.LHALOMHVEQEVJY.ZKBJNEMXYPXODL.MOFkey-v1.UNKNOWN
5072083,N=CC=N.[Cu][Cu].[O-]C(=O)C#CC12C3(C)C4C1(C)C1(C2(C3(C41C#CC(=O)[O-])C)C)C.[O-]C(=O)C=CC=C(C(=O)[O-])C MOFid-v1.pcu.cat0;5072083,Cu.GSTQIZNPSCGUDM.KYMVBVBRCRFHIE.VCPQFDRBOZTBAO.MOFkey-v1.pcu
5072084,N=CC=N.[Cu][Cu].[O-]C(=O)C#CC12C3(C)C4C1(C)C1(C2(C3(C41C#CC(=O)[O-])C)C)C.[O-]C(=O)C=CC=C(C(=O)[O-])C MOFid-v1.pcu.cat1;5072084,Cu.GSTQIZNPSCGUDM.KYMVBVBRCRFHIE.VCPQFDRBOZTBAO.MOFkey-v1.pcu
5072085,CC(=CC(=O)[O-])C(=CC(=O)[O-])C.CN=CC=N.[Cu][Cu].[O-]C(=O)C#CC12C3C4C2(C2(C1(C3C42C#CC(=O)[O-])C)C)C MOFid-v1.pcu.cat0;5072085,Cu.AOIAFNUHFDMYJG.CMEHCJOKWXDZIB.VPNBWVNKCACYDN.MOFkey-v1.pcu
5072086,CC(=CC(=O)[O-])C(=CC(=O)[O-])C.CN=CC=N.[Cu][Cu].[O-]C(=O)C#CC12C3C4C2(C2(C1(C3C42C#CC(=O)[O-])C)C)C MOFid-v1.pcu.cat1;5072086,Cu.AOIAFNUHFDMYJG.CMEHCJOKWXDZIB.VPNBWVNKCACYDN.MOFkey-v1.pcu
5072087,CN=CC=N.[Cu][Cu].[O-]C(=O)C#CC12C3C4C1(C)C1(C2(C3(C41C#CC(=O)[O-])C)C)C.[O-]C(=O)C=C(C=C(C(=O)[O-])C)C MOFid-v1.pcu.cat0;5072087,Cu.AOIAFNUHFDMYJG.FTALBUNYQQQKRG.SYMNCEZYEJKBBZ.MOFkey-v1.pcu
5072088,CN=CC=N.[Cu][Cu].[O-]C(=O)C#CC12C3C4C1(C)C1(C2(C3(C41C#CC(=O)[O-])C)C)C.[O-]C(=O)C=C(C=C(C(=O)[O-])C)C MOFid-v1.pcu.cat1;5072088,Cu.AOIAFNUHFDMYJG.FTALBUNYQQQKRG.SYMNCEZYEJKBBZ.MOFkey-v1.pcu
5072089,CN=CC(=N)C.[Cu][Cu].[O-]C(=O)C#CC12C3C4C1(C)C1(C2(C3(C41C#CC(=O)[O-])C)C)C.[O-]C(=O)C=CC(=C(C(=O)[O-])C)C MOFid-v1.pcu.cat0;5072089,Cu.ACDCZGWPKSKPDG.FTALBUNYQQQKRG.MYFASAHLOUFRSF.MOFkey-v1.pcu
5072090,CCC(=CC(=O)[O-])C=C(C(=O)[O-])CC.CCC12C3(C#CC(=O)[O-])C4C2(C2(C1(C3C42CC)CC)C#CC(=O)[O-])CC.CCN=C(C=N)CC.[Cu][Cu] MOFid-v1.pcu.cat0;5072090,Cu.BRKQBHZJVLTQJU.MMWUSHQEHBHLRW.WRQAJPFLASAFFQ.MOFkey-v1.pcu
5072091,CCC(=N)C=N.CCC12C3(C#CC(=O)[O-])C4C2(C2(C1(C3C42CC)CC)C#CC(=O)[O-])CC.[Cu][Cu].[O-]C(=O)C#CC12C3C4C2C2C1C3C42C#CC(=O)[O-] MOFid-v1.pcu.cat0;5072091,Cu.LPEHQJGMIUSOGA.VPNHZAKITSXAFU.WRQAJPFLASAFFQ.MOFkey-v1.pcu
5072092,CCC(=N)C=N.CCC12C3C4C1(C#CC(=O)[O-])C1(C2(C3(C41CC)C#CC(=O)[O-])CC)CC.CCC12C3C4C1(C#CC(=O)[O-])C1C2(C3(C41)C#CC(=O)[O-])CC.[Cu][Cu] MOFid-v1.pcu.cat0;5072092,Cu.HRDMLQRJBXAJGI.LPEHQJGMIUSOGA.XHSVJAMVXQLISA.MOFkey-v1.pcu
5072093,CCC(=C([C][O])CC)C=CC(=O)[O-].[O].CCC12C3C4C2(C2(C1C3(C42CC)C#CC(=O)[O-])CC)C#CC(=O)[O-].CCN=C(C(=N)CC)CC.[Cu][Cu] MOFid-v1.pcu.cat0;5072093,Cu.AGZVNNGAWFNJHU.JFFQHZJIYJJVLG.YNBZUPMFFFKOJI.MOFkey-v1.pcu
5072094,CCCC(=CC(=O)[O-])C=CC(=O)[O-].CCCC12C3C4C1(C#N)C1(C2(C3(C41)C#N)CCC)CCC.[Cu][Cu].[O-]C(=O)C(=CC=CC(=O)[O-])CCC MOFid-v1.pcu.cat0;5072094,Cu.KRZXSFYBPLHCDO.SVIRHEVWQIYWKK.WBSHKJZWJAVRRA.MOFkey-v1.pcu
5072095,CCCC(=CC(=O)[O-])C=CC(=O)[O-].CCCC12C3C4C1(C#CC(=O)[O-])C1C2(C3(C41CCC)C#CC(=O)[O-])CCC.CCCN=CC=N.[Cu][Cu] MOFid-v1.pcu.cat0;5072095,Cu.IQIZKBWOEDDYST.TXRGVUOVAXHZST.WBSHKJZWJAVRRA.MOFkey-v1.pcu
5072096,CCCC(=CC(=O)[O-])C=C(C(=O)[O-])CCC.CCCC12C3C4(C2(C2(C1(C3(C42CCC)C#CC(=O)[O-])CCC)CCC)C#CC(=O)[O-])CCC.CCCN=C(C(=N)CCC)CCC.[Cu][Cu] MOFid-v1.pcu.cat0;5072096,Cu.GCPRGCFNAWEUKD.OUPKKHYGBYBRJQ.SRPWXZROAGXUMU.MOFkey-v1.pcu
5072097,N=CC(=N)N.N[NH2]C(=CC=[C]C(=O)[O-])C(=O)[O-].[Cu][Cu].[O-]C(=O)C#CC12C3(N)C4C1(N)C1(C2(C3(C41C#CC(=O)[O-])N)N)N MOFid-v1.pcu.cat0;5072097,Cu.IZALUYHIIJRUQB.VODZKSFXXIWOJO.ZPQQJNPTKMBLOH.MOFkey-v1.pcu
5072098,N#CC12C3C4(C2C2(C1C3(C42C#N)N)N)N.[Cu][Cu].[O-]C(=O)C=CC=C(C(=O)[O-])N.[O-]C(=O)C=CC=CC(=O)[O-] MOFid-v1.pcu.cat0;5072098,Cu.BWAHPJNZPLDONK.TXXHDPDFNKHHGW.ZRHONLCTYUYMIQ.MOFkey-v1.pcu
5072099,N#CC12C3C4(C2C2(C1C3(C42C#N)N)N)N.[Cu][Cu].[O-]C(=O)C1=CC(=C([NH2][NH2]1)C(=O)[O-])N.[O-]C(=O)C=C(C=C(C(=O)[O-])N)N MOFid-v1.pcu.cat0;5072099,Cu.ACONGMNJTSMRII.BWAHPJNZPLDONK.DYVXJAQEVBASLK.MOFkey-v1.pcu
5072100,NN=CC=N.[Cu][Cu].[O-]C(=O)C#CC12C3C4C2(C2(C1C3(C42C#CC(=O)[O-])N)N)N.[O-]C(=O)C=CC=CC(=O)[O-] MOFid-v1.pcu.cat0;5072100,Cu.QSBMHEPOJMGGIS.TXXHDPDFNKHHGW.ZSISZTGUOLESFH.MOFkey-v1.pcu
5072101,NN=CC=N.[Cu][Cu].[O-]C(=O)C#CC12C3C4C2(C2(C1C3(C42C#CC(=O)[O-])N)N)N.[O-]C(=O)C=CC=CC(=O)[O-] MOFid-v1.pcu.cat1;5072101,Cu.QSBMHEPOJMGGIS.TXXHDPDFNKHHGW.ZSISZTGUOLESFH.MOFkey-v1.pcu
5072102,N=CC=N.[Cu][Cu].[O-]C(=O)C#CC12C3C4C2(C2(C1(C3C42C#CC(=O)[O-])N)N)N.[O-]C(=O)C#CC12C3C4C2C2(C1C3C42C#CC(=O)[O-])N MOFid-v1.pcu.cat0;5072102,Cu.KPODWTGHQVOZCY.KYMVBVBRCRFHIE.XMMCKHOEMTXTMS.MOFkey-v1.pcu
5072103,* MOFid-v1.NA.NAno_mof;5072103,NA.MISSING_LINKERS.MOFkey-v1
5072104,N=CC=Nc1ccccc1.[Cu][Cu].[O-]C(=O)C#CC12C3C4C1C1(C2C3(C41C#CC(=O)[O-])c1ccccc1)c1ccccc1.[O-]C(=O)C#CC12C3C4C2(C2C1C3(C42C#CC(=O)[O-])c1ccccc1)c1ccccc1 MOFid-v1.pcu.cat0;5072104,Cu.OLLNMZMKSCHOCM.QHTYPSSEJSEORR.ZXRJOZIDOJFJEO.MOFkey-v1.pcu
5072105,* MOFid-v1.NA.NAno_mof;5072105,NA.MISSING_LINKERS.MOFkey-v1
5072106,* MOFid-v1.NA.NAno_mof;5072106,NA.MISSING_LINKERS.MOFkey-v1
5072107,* MOFid-v1.NA.NAno_mof;5072107,NA.MISSING_LINKERS.MOFkey-v1
5072108,N=CC(=N)O.[Cu][Cu].[O-]C(=O)C#CC12C3C4C2C2C1C3C42C#CC(=O)[O-].[O-]C(=O)C=C(C=C(C(=O)[O-])O)O MOFid-v1.pcu.cat0;5072108,Cu.VPNHZAKITSXAFU.YKECSFNZQGAHFU.ZXKYUTSKMGERSQ.MOFkey-v1.pcu
5072109,N=CC(=N)O.[Cu][Cu].[O-]C(=O)C#CC12C3C4C2C2C1C3C42C#CC(=O)[O-].[O-]C(=O)C=C(C=C(C(=O)[O-])O)O MOFid-v1.pcu.cat1;5072109,Cu.VPNHZAKITSXAFU.YKECSFNZQGAHFU.ZXKYUTSKMGERSQ.MOFkey-v1.pcu
5072110,N=CC(=N)O.[Cu][Cu].[O-]C(=O)C#CC12C3C4C1C1(C2C3(C41C#CC(=O)[O-])O)O.[O-]C(=O)C=C(C(=C(C(=O)[O-])O)O)O MOFid-v1.pcu.cat0;5072110,Cu.BMLUFKYEZDACCJ.GVVSVNBWNDRRNE.YKECSFNZQGAHFU.MOFkey-v1.pcu
5072111,N=CC(=N)O.[Cu][Cu].[O-]C(=O)C#CC12C3C4C1C1(C2C3(C41C#CC(=O)[O-])O)O.[O-]C(=O)C=C(C(=C(C(=O)[O-])O)O)O MOFid-v1.pcu.cat1;5072111,Cu.BMLUFKYEZDACCJ.GVVSVNBWNDRRNE.YKECSFNZQGAHFU.MOFkey-v1.pcu
5072112,OC(=NO)C=[N].[Cu][Cu].[O-]C(=O)C#CC12C3(O)C4C2(C2(C1(C3C42C#CC(=O)[O-])O)O)O.[O-]C(=O)C=CC(=C(C(=O)[O-])O)O MOFid-v1.pcu.cat0;5072112,Cu.IQFNSSXLMQNRQZ.WLHDSSQOBWQBPY.XOVLJKAVUQDVNS.MOFkey-v1.pcu
5072113,OC(=NO)C=[N].[Cu][Cu].[O-]C(=O)C#CC12C3(O)C4C2(C2(C1(C3C42C#CC(=O)[O-])O)O)O.[O-]C(=O)C=CC(=C(C(=O)[O-])O)O MOFid-v1.pcu.cat1;5072113,Cu.IQFNSSXLMQNRQZ.WLHDSSQOBWQBPY.XOVLJKAVUQDVNS.MOFkey-v1.pcu
5072114,N#CC(=C(C(=O)[O-])C#N)C=CC(=O)[O-].N#CC12C3C4C2(C2C1C3(C42)C#CC(=O)[O-])C#CC(=O)[O-].N#CN=C(C(=N)C#N)C#N.[Cu][Cu] MOFid-v1.pcu.cat0;5072114,Cu.AVNMLXKNDPHOQP.JBAWQGFXVGHYRF.NNZKXWKGKKLZQF.MOFkey-v1.pcu
5072115,N#CC12C3C4C2(C2(C1C3(C42)C#CC(=O)[O-])C#N)C#CC(=O)[O-].N#CC12C3C4C2(C2C1C3(C42C#N)C#CC(=O)[O-])C#CC(=O)[O-].N#CN=C(C#N)C=N.[Cu][Cu] MOFid-v1.pcu.cat0;5072115,Cu.DEFWZLJJLNUOHN.KCZCWORZALDJDN.VADCSRWESASFDR.MOFkey-v1.pcu
5072116,N#CC(=CC(=O)[O-])C=CC(=O)[O-].N#CC12C3(C#CC(=O)[O-])C4(C2(C2(C1(C3(C42C#N)C#N)C#N)C#CC(=O)[O-])C#N)C#N.N=CC=NC#N.[Cu][Cu] MOFid-v1.pcu.cat0;5072116,Cu.DMOBELOKRCWQOE.SSGUUCPLJBETDF.XBKUGIJTCKASKU.MOFkey-v1.pcu
5072117,N#CC1=CC2[C]3O[N][C]C45C67[C]N8C1[C](O[N][C]C19C([C]N2O3)(C4(C79C#CC(=O)[O-])C#N)C5(C61C#N)C#CC(=O)[O-])O8.N=CC=NC#N.[Cu][Cu] MOFid-v1.UNKNOWN,fse.cat0;5072117,Cu.DMOBELOKRCWQOE.NTLHYDFHJACGLF.MOFkey-v1.UNKNOWN
5072118,N#CC(=CC(=O)[O-])C=CC(=O)[O-].N#CC12C3C4C1(C#CC(=O)[O-])C1C2(C3(C41)C#CC(=O)[O-])C#N.N=C(C#N)C=N.[Cu][Cu] MOFid-v1.pcu.cat0;5072118,Cu.APGLBBGPUZFSRN.POVAVZVRJMEDQU.XBKUGIJTCKASKU.MOFkey-v1.pcu
5072119,* MOFid-v1.NA.NA;5072119,
5072120,N#CC(=CC=CC(=O)[O-])C(=O)[O-].N#CC12C3(C#CC(=O)[O-])C4C2(C2(C1(C3C42C#N)C#N)C#CC(=O)[O-])C#N.N#CN=CC(=N)C#N.[Cu][Cu] MOFid-v1.pcu.cat0;5072120,Cu.KWZURTQYYOVPJD.REGWJLCJHBKECZ.XBDPWSVATFHDNF.MOFkey-v1.pcu
5072121,N#CC12C=CC3[C]4O[N][C]C56C7([C]N2OC1=O)C1(C#CC(=O)[O-])C5C2([C]N3O4)C1C7(C62C#CC(=O)[O-])C#N.N#CN=CC(=N)C#N.[Cu][Cu] MOFid-v1.fsc,UNKNOWN.cat0;5072121,Cu.KWZURTQYYOVPJD.RVZVQUMATXPLSA.MOFkey-v1.fsc
5072122,[CH2]OC(=C(C([O])[O])OC)C=CC(=O)[O-].[Cu][Cu] MOFid-v1.pcu,sql.cat0;5072122,Cu.CJJMXELNZWQGTO.MOFkey-v1.pcu
5072123,COC(=CC(=O)[O-])C=C(C(=O)[O-])OC.COC12C3C4C2(C2C1C3(C42)C#CC(=O)[O-])C#CC(=O)[O-].CON=CC=N.[Cu][Cu] MOFid-v1.pcu.cat0;5072123,Cu.GDDLXWAGHFBNRR.GTSDUQXMVJEBJE.PCWFMOHZHIIFTJ.MOFkey-v1.pcu
5072124,[Cu][Cu].[O-]C(=O)C=CC=CC(=O)[O-] MOFid-v1.pcu.cat0;5072124,Cu.TXXHDPDFNKHHGW.MOFkey-v1.pcu
5072125,COC(=CC(=O)[O-])C=C(C(=O)[O-])OC.COC(=N[O])C=[N].COC12C3(OC)C4C1(C#CC(=O)[O-])C1(C2(C3(C41OC)C#CC(=O)[O-])OC)OC.[Cu][Cu] MOFid-v1.pcu.cat0;5072125,Cu.DONAZYCMYVCKIZ.PCWFMOHZHIIFTJ.UXJIQOKQBKUAGG.MOFkey-v1.pcu
5072126,* MOFid-v1.NA.NA;5072126,
5072127,CCOC12C3C4C2(C2(C1C3(C42)C#CC(=O)[O-])OCC)C#CC(=O)[O-].CCOC12C3C4C2(C2C1C3(C42)C#CC(=O)[O-])C#CC(=O)[O-].CCON=C(C(=N)OCC)OCC.[Cu][Cu] MOFid-v1.pcu.cat0;5072127,Cu.FEXMBBCPLGEIIW.RGKAUENCULYRMO.UGQPVFGDUFNRDS.MOFkey-v1.pcu
5072128,CCOC(=CC(=O)[O-])C=CC(=O)[O-].CCOC(=NO[CH2])C=N.CCOC12C3C4C2(C2C1C3(C42)C#CC(=O)[O-])C#CC(=O)[O-].[Cu][Cu] MOFid-v1.pcu.cat0;5072128,Cu.FEXMBBCPLGEIIW.ISXOIOFQRBUKSA.NQECOEVCUWBXNB.MOFkey-v1.pcu
5072129,CCOC(=N)C=NO[CH2].CCOC12C3C4(C1C1(C2(C3(C41OCC)OCC)C#CC(=O)[O-])OCC)C#CC(=O)[O-].CCOC1=C(OCOC(=C1)C(=O)[O-])C(=O)[O-].[Cu][Cu] MOFid-v1.pcu.cat0;5072129,Cu.PIORCQAAMMAARO.UAOQOUSCLWCFJD.WIRUYCSLHXZKTC.MOFkey-v1.pcu
5072130,* MOFid-v1.NA.NA;5072130,
5072131,CCCOC(=N)C(=O)[NH].CCCOC12C3C4C1(C#CC(=O)O)C1(C2(C3(C41OCCC)C#CC(=O)[O-])OCCC)OCCC.[CH]CC.[Cu][Cu].[O-]C(=O)C(=CC=[C]C(=O)[O-])OCOCC MOFid-v1.pcu.cat0;5072131,Cu.KMOMREZCUZKTMN.KNAZCKDQLQPODF.WUPNJEIVOWJTAE.MOFkey-v1.pcu
5072132,* MOFid-v1.NA.NA;5072132,
5072133,CCCOC12C3C4C1(C#CC(=O)[O-])C1C2(C3(C41)C#CC(=O)[O-])OCCC.CCCON=CC=N.[Cu][Cu].[O-]C(=O)C(=CC=CC(=O)[O-])OCCC MOFid-v1.pcu.cat0;5072133,Cu.CATMXUFJXSWQPT.HJHKSSYXAMYWOB.MBFMELZXJOFSAT.MOFkey-v1.pcu
5072134,N=NC12C3C4C2(C2(C1C3(C42)C#CC(=O)[O-])N=N)C#CC(=O)[O-].[Cu][Cu].[NH]N1N=C(C=NN1[NH])N=N.[O-]C(=O)C=CC=CC(=O)[O-] MOFid-v1.pcu.cat0;5072134,Cu.DMTMUBWTMPOOPY.TXXHDPDFNKHHGW.YVKRDONKJDHBJD.MOFkey-v1.pcu
5072135,N=NC(=CC(=O)[O-])C=C(C(=O)[O-])N=N.N=NC12C3C4C2(C2C1C3(C42)C#CC(=O)[O-])C#CC(=O)[O-].N=NN=C(C(=N)N=N)N=N.[Cu][Cu] MOFid-v1.pcu.cat0;5072135,Cu.LYDXGFWZFFCORM.UKOOALKNEFJCHD.YWBAACBUHSPUTH.MOFkey-v1.pcu
5072136,N=NC(=CC(=O)[O-])C=C(C(=O)[O-])N=N.N=NC12C3C4C2(C2C1C3(C42)C#CC(=O)[O-])C#CC(=O)[O-].N=NN=C(C(=N)N=N)N=N.[Cu][Cu] MOFid-v1.pcu.cat1;5072136,Cu.LYDXGFWZFFCORM.UKOOALKNEFJCHD.YWBAACBUHSPUTH.MOFkey-v1.pcu
