19949,* MOFid-v1.NA.NA;19949,
19969,CCOC1=[N]=C(C=N[CH]1)OCC.CCOc1cc(ccc1C(=O)[O-])C(=O)[O-].[O-]C(=O)C(=CC(=O)[O-])OCC.[Zn][Zn] MOFid-v1.pcu.cat0;19969,Zn.IGZZJXSDNMXWIL.IWFVHBRPBOMFMG.RESZKUYVAVEVII.MOFkey-v1.pcu
1997,[O-]C(=O)C#Cc1cc(Cl)c(c(c1)Cl)C#CC(=O)[O-].[O-]C(=O)C#Cc1cc(Cl)c(cc1Cl)C#CC(=O)[O-].[O-]C(=O)C#Cc1ccc(c(c1Cl)Cl)C#CC(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat0;1997,Zn.FFAVWLRZNJOWAX.HVXQHIKUUNATCE.OXULEPRYGLCIAC.MOFkey-v1.pcu
19970,* MOFid-v1.NA.NAno_mof;19970,NA.MISSING_LINKERS.MOFkey-v1
19971,CCCOC1=[N]=C(C=N[CH]1)OCCC.[O-]C(=O)C=CC(=O)[O-].[O-]C(=O)c1ccc(cc1OCCC)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;19971,Zn.HHQIWUIXHALHAM.QBZXMULQHGRHLS.VZCYOOQTPOCHFL.MOFkey-v1.pcu
19972,* MOFid-v1.NA.NA;19972,
19973,* MOFid-v1.NA.NAno_mof;19973,NA.MISSING_LINKERS.MOFkey-v1
19974,[O-]C(=O)C=CC(=O)[O-].[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-].[Zn][Zn].n1ccc(cc1)c1ccncc1 MOFid-v1.pcu.cat0;19974,Zn.MWVTWFVJZLCBMC.NEQFBGHQPUXOFH.VZCYOOQTPOCHFL.MOFkey-v1.pcu
19975,FC(=C(C(=O)[O-])F)C(=O)[O-].FC1=NC(=[C]C(=C1)C1=[C]C(=NC=C1F)F)F.[O-]C(=O)c1cc(F)c(cc1F)c1ccc(c(c1F)F)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;19975,Zn.GTVMINIAYRTYOQ.JUVWKFKXIVLAHQ.NMKJASDKUFDQRJ.MOFkey-v1.pcu
19976,FC1=C([C]=C(C(=C1)C(=O)[O-])F)C1=[C]C(=C(C=C1)C(=O)[O-])F.Fc1nc(F)cc(c1)c1c(F)cnc(c1F)F.[O-]C(=O)C=CC(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;19976,Zn.HCKRAELEABDKLK.IHKCNJMJGULURC.VZCYOOQTPOCHFL.MOFkey-v1.pcu
19977,FC1=C([C]=C(C(=C1)C(=O)[O-])F)C1=[C]C(=C(C=C1)C(=O)[O-])F.FC1=CC(=C([C]=C1C1=[C]C(=C(C=C1)C(=O)[O-])F)F)C(=O)[O-].Fc1nc(F)cc(c1)c1c(F)cnc(c1F)F.[O-]C(=O)C=CC(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat1;19977,Zn.HCKRAELEABDKLK.IHKCNJMJGULURC.VZCYOOQTPOCHFL.MOFkey-v1.pcu
19978,FC(=C(C(=O)[O-])F)C(=O)[O-].Fc1cc(ccc1c1ccc(c(c1F)F)C(=O)[O-])C(=O)[O-].Fc1nc(F)c(c(c1)c1ccncc1)F.[Zn][Zn] MOFid-v1.pcu.cat0;19978,Zn.HYOOHVFWDQGWCF.JUVWKFKXIVLAHQ.PHJHDSVGWUOIHL.MOFkey-v1.pcu
19979,FC1=NC(=C(C(=[C]1)C1=CC=NC=[C]1)F)F.[O-]C(=O)C=C(C(=O)[O-])F.[O-]C(=O)c1ccc(c(c1)F)c1cc(F)c(cc1F)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;19979,Zn.OISKHJXTRQPMQT.TXGQXKQBYCYWPQ.ZNXOUDLCGQQAMW.MOFkey-v1.pcu
1998,[O-]C(=O)C#Cc1cc(Cl)c(c(c1)Cl)C#CC(=O)[O-].[O-]C(=O)C#Cc1cc(Cl)c(cc1Cl)C#CC(=O)[O-].[O-]C(=O)C#Cc1ccc(c(c1Cl)Cl)C#CC(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1;1998,Zn.FFAVWLRZNJOWAX.HVXQHIKUUNATCE.OXULEPRYGLCIAC.MOFkey-v1.pcu
19980,Fc1nccc(c1)c1ccncc1F.[O-]C(=O)C=C(C(=O)[O-])F.[O-]C(=O)c1ccc(cc1)c1ccc(c(c1)F)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;19980,Zn.OISKHJXTRQPMQT.RVNQNSZUYLOEIR.SSFBQFMLVDXIHE.MOFkey-v1.pcu
19981,Clc1nccc(c1)C1=[C]C=NC=[C]1.[O-]C(=O)C=CC(=O)[O-].[O-]C(=O)C=[C]C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;19981,Zn.DIDNTXMFFFWKRJ.QTZDVAMCBSFBNN.VZCYOOQTPOCHFL.MOFkey-v1.pcu
19982,ClC1=C([C]=CN=C1)C1=[C]C=NC=C1.[O-]C(=O)C=C(C(=O)[O-])Cl.[O-]C(=O)C=CC(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;19982,Zn.IHVVBSYOSLMJJI.VZCYOOQTPOCHFL.ZQHJVIHCDHJVII.MOFkey-v1.pcu
19983,ClC1=C([C]=CN=C1)C1=[C]C=NC=C1.[O-]C(=O)C=C(C(=O)[O-])Cl.[O-]C(=O)C=CC(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat1;19983,Zn.IHVVBSYOSLMJJI.VZCYOOQTPOCHFL.ZQHJVIHCDHJVII.MOFkey-v1.pcu
19984,ClN=N.[O-]C(=O)C1=C(Cl)C=C([C]=C1)C1=CC(=C(C=[C]1)C(=O)[O-])Cl.[O-]C(=O)C=CC(=O)[O-].[Zn][Zn] MOFid-v1.ERROR.cat0;19984,Zn.BVJMSJKHRZHONZ.CESPBGQCVDCTIW.VZCYOOQTPOCHFL.MOFkey-v1.ERROR
19985,ClN=NCl.Clc1cc(ccc1c1cc(Cl)c(c(c1)Cl)C(=O)[O-])C(=O)[O-].[O-]C(=O)C=[C]C(=O)[O-].[Zn][Zn] MOFid-v1.ERROR.cat0;19985,Zn.BAGFSXNBCMBPMV.DIDNTXMFFFWKRJ.VZTNHWAJMHMMRY.MOFkey-v1.ERROR
19986,ClC1=NC=[C]C(=[C]1)C1=[C]C=NC=[C]1.[O-]C(=O)C=C(C(=O)[O-])Cl.[O-]C(=O)C=CC(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;19986,Zn.BTNIAVHXVLSCGI.VZCYOOQTPOCHFL.ZQHJVIHCDHJVII.MOFkey-v1.pcu
19987,Brc1nccc(c1)c1cc(Br)nc(c1Br)Br.[O-]C(=O)C1=C[C]=C([C]=C1)C1=[C]C(=C(C=[C]1)C(=O)[O-])Br.[O-]C(=O)C=CC(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;19987,Zn.MMRFRDHRESEGTC.PBRHMISMXGANCK.VZCYOOQTPOCHFL.MOFkey-v1.pcu
19988,BrN=NBr.[O-]C(=O)C1=CC=C([C]=C1)C1=CC=C(C=[C]1)C(=O)[O-].[O-]C(=O)C1=C[C]=C(C=C1)C1=CC(=C(C=[C]1)C(=O)[O-])Br.[Zn][Zn] MOFid-v1.ERROR.cat0;19988,Zn.FEXCKBBOGUFFSX.KYGRLFLHMAWPRE.SAVDPWSPRQNTHW.MOFkey-v1.ERROR
19989,BrN=NBr.[O-]C(=O)C1=CC=C([C]=C1)C1=CC(=C(C=[C]1)C(=O)[O-])Br.[O-]C(=O)C1=CC=C([C]=C1)C1=CC=C(C=[C]1)C(=O)[O-].[O-]C(=O)C1=C[C]=C(C=C1)C1=CC(=C(C=[C]1)C(=O)[O-])Br.[Zn][Zn] MOFid-v1.ERROR.cat1;19989,Zn.FEXCKBBOGUFFSX.KYGRLFLHMAWPRE.SAVDPWSPRQNTHW.MOFkey-v1.ERROR
1999,[O-]C(=O)C#Cc1cc(Cl)c(c(c1)Cl)C#CC(=O)[O-].[O-]C(=O)C#Cc1cc(Cl)c(cc1Cl)C#CC(=O)[O-].[O-]C(=O)C#Cc1ccc(c(c1Cl)Cl)C#CC(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat2;1999,Zn.FFAVWLRZNJOWAX.HVXQHIKUUNATCE.OXULEPRYGLCIAC.MOFkey-v1.pcu
19990,BrC1=CC(=[C]C(=N1)Br)C1=C(Br)C=NC(=[C]1)Br.[O-]C(=O)C=[C]C(=O)[O-].[O-]C(=O)c1ccc(cc1Br)c1ccc(c(c1Br)Br)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;19990,Zn.BTMAJKQPJZTLBG.DIDNTXMFFFWKRJ.VLQQULRLNKRBBO.MOFkey-v1.pcu
19991,BrN=N.Brc1cc(C(=O)[O-])c(cc1c1ccc(c(c1)Br)C(=O)[O-])Br.[O-]C(=O)c1ccc(cc1)C1=[C]C(=C(C=C1Br)C(=O)[O-])Br.[Zn][Zn] MOFid-v1.ERROR.cat0;19991,Zn.NTTVYPNDAASDKK.VFLYRMSNKFANLH.YQWCUDZMHSROHE.MOFkey-v1.ERROR
19992,BrC1=NC=CC(=[C]1)C1=[C]C=NC=C1.[O-]C(=O)C1=[C]C=C([C]=C1)c1ccc(c(c1)Br)C(=O)[O-].[O-]C(=O)C=CC(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;19992,Zn.BRMFDDWLJKGBFA.UQIVPCDHUAXPMB.VZCYOOQTPOCHFL.MOFkey-v1.pcu
19993,Cc1nccc(c1)c1ccncc1C.[O-]C(=O)C=CC(=O)[O-].[O-]C(=O)c1ccc(cc1)c1ccc(c(c1)C)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;19993,Zn.IDZOPUJBLBJSBQ.QLCSZVDDCZUGAS.VZCYOOQTPOCHFL.MOFkey-v1.pcu
19994,Cc1cnccc1c1ccncc1C.[O-]C(=O)C=CC(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;19994,Zn.JNMUQURIAOKWTB.VZCYOOQTPOCHFL.MOFkey-v1.pcu
19995,CCc1cc(C(=O)[O-])c(cc1c1cc(CC)c(c(c1)CC)C(=O)[O-])CC.[O-]C(=O)C=CC(=O)[O-].CCc1ncc(c(c1)c1cc(CC)nc(c1CC)CC)CC.[Zn][Zn] MOFid-v1.pcu.cat0;19995,Zn.GNYUAQDKYSWFQM.PCVGUTYSLMAWMN.MOFkey-v1.pcu
19996,* MOFid-v1.NA.NA;19996,
19997,[O-]C(=O)C=CC(=O)[O-].[O-]C(=O)C=CC(=O)[O-].CCCc1nccc(c1)c1cc(CCC)nc(c1CCC)CCC.[Zn][Zn] MOFid-v1.pcu,sql.cat0;19997,Zn.KJRVNWAVGMWALI.VZCYOOQTPOCHFL.MOFkey-v1.pcu
19998,CCCc1nccc(c1)c1c(CCC)cnc(c1CCC)CCC.[O-]C(=O)C(=CC(=O)[O-])CCC.[Zn][Zn] MOFid-v1.pcu.cat0;19998,Zn.CCKSYUMJLIMSQK.OBUKNYGVEVXTGB.MOFkey-v1.pcu
19999,Nc1nc(N)cc(c1)c1ccncc1.[O-]C(=O)C=CC(=O)[O-].[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;19999,Zn.CKFKGCKILJBWDC.NEQFBGHQPUXOFH.VZCYOOQTPOCHFL.MOFkey-v1.pcu
2,[O-]C(=O)c1ccc(cc1)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat2;2,Zn.KKEYFWRCBNTPAC.MOFkey-v1.pcu
20,[O-]C(=O)c1cc(Cl)c(cc1Cl)C(=O)[O-].[O-]C(=O)c1ccc(c(c1Cl)Cl)C(=O)[O-].[O-]C(=O)c1ccc(cc1)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat0;20,Zn.KKEYFWRCBNTPAC.LMOSYFZLPBHEOW.NAQNEMNLLODUCG.MOFkey-v1.pcu
200,[O-]C(=O)c1ccc(c(c1)O)C(=O)[O-].[O-]C(=O)c1ccc(c(c1)O)c1cc(O)c(cc1O)C(=O)[O-].[O-]C(=O)c1ccc(c(c1O)O)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1;200,Zn.CDOWNLMZVKJRSC.OHLSHRJUBRUKAN.WWWSEKAIASUCDB.MOFkey-v1.pcu
2000,[O-]C(=O)C#Cc1cc(Cl)c(c(c1)Cl)C#CC(=O)[O-].[O-]C(=O)C#Cc1cc(Cl)c(cc1Cl)C#CC(=O)[O-].[O-]C(=O)C#Cc1ccc(c(c1Cl)Cl)C#CC(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat3;2000,Zn.FFAVWLRZNJOWAX.HVXQHIKUUNATCE.OXULEPRYGLCIAC.MOFkey-v1.pcu
20000,NC(=C(C(=O)[O-])N)C(=O)[O-].Nc1cnc(cc1c1cc(N)ncc1N)N.[O-]C(=O)C=C(C(=O)[O-])N.[Zn][Zn] MOFid-v1.pcu.cat0;20000,Zn.ABZHGLSYGDUSDL.CROGHBMSHNYYPT.MRRBAEJGLOLWCX.MOFkey-v1.pcu
2000000,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn][Zn] MOFid-v1.tbo.cat0;2000000,Zn.QMKYBPDZANOJGF.MOFkey-v1.tbo
2000001,[O-]C(=O)c1c(F)c(C(=O)[O-])c(c(c1F)C(=O)[O-])F.[O-]C(=O)c1cc(C(=O)[O-])c(c(c1)C(=O)[O-])F.[O-]C(=O)c1cc(C(=O)[O-])c(c(c1F)C(=O)[O-])F.[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn][Zn] MOFid-v1.tbo.cat0;2000001,Zn.CTBIEMSJCCGWJZ.OZFUJNZOENRPLC.QMKYBPDZANOJGF.RQJSYRKWKXIHEW.MOFkey-v1.tbo
2000002,[O-]C(=O)c1c(F)c(C(=O)[O-])c(c(c1F)C(=O)[O-])F.[O-]C(=O)c1cc(C(=O)[O-])c(c(c1)C(=O)[O-])F.[O-]C(=O)c1cc(C(=O)[O-])c(c(c1F)C(=O)[O-])F.[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn][Zn] MOFid-v1.tbo.cat0;2000002,Zn.CTBIEMSJCCGWJZ.OZFUJNZOENRPLC.QMKYBPDZANOJGF.RQJSYRKWKXIHEW.MOFkey-v1.tbo
2000003,[O-]C(=O)c1c(F)c(C(=O)[O-])c(c(c1F)C(=O)[O-])F.[O-]C(=O)c1cc(C(=O)[O-])c(c(c1)C(=O)[O-])F.[O-]C(=O)c1cc(C(=O)[O-])c(c(c1F)C(=O)[O-])F.[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn][Zn] MOFid-v1.tbo.cat0;2000003,Zn.CTBIEMSJCCGWJZ.OZFUJNZOENRPLC.QMKYBPDZANOJGF.RQJSYRKWKXIHEW.MOFkey-v1.tbo
2000004,[O-]C(=O)c1c(F)c(C(=O)[O-])c(c(c1F)C(=O)[O-])F.[O-]C(=O)c1cc(C(=O)[O-])c(c(c1)C(=O)[O-])F.[O-]C(=O)c1cc(C(=O)[O-])c(c(c1F)C(=O)[O-])F.[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn][Zn] MOFid-v1.tbo.cat0;2000004,Zn.CTBIEMSJCCGWJZ.OZFUJNZOENRPLC.QMKYBPDZANOJGF.RQJSYRKWKXIHEW.MOFkey-v1.tbo
2000005,[O-]C(=O)c1cc(C(=O)[O-])c(c(c1)C(=O)[O-])F.[O-]C(=O)c1cc(C(=O)[O-])c(c(c1F)C(=O)[O-])F.[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn][Zn] MOFid-v1.tbo.cat0;2000005,Zn.CTBIEMSJCCGWJZ.OZFUJNZOENRPLC.QMKYBPDZANOJGF.MOFkey-v1.tbo
2000006,[O-]C(=O)c1c(Cl)c(C(=O)[O-])c(c(c1Cl)C(=O)[O-])Cl.[O-]C(=O)c1cc(C(=O)[O-])c(c(c1)C(=O)[O-])Cl.[O-]C(=O)c1cc(C(=O)[O-])c(c(c1Cl)C(=O)[O-])Cl.[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn][Zn] MOFid-v1.tbo.cat0;2000006,Zn.OTKXMOYDLBLHMX.QLSAECGPYQVDFN.QMKYBPDZANOJGF.ZLVWWYGZJKGHQJ.MOFkey-v1.tbo
2000007,[O-]C(=O)c1cc(C(=O)[O-])c(c(c1)C(=O)[O-])Cl.[O-]C(=O)c1cc(C(=O)[O-])c(c(c1Cl)C(=O)[O-])Cl.[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn][Zn] MOFid-v1.tbo.cat0;2000007,Zn.OTKXMOYDLBLHMX.QMKYBPDZANOJGF.ZLVWWYGZJKGHQJ.MOFkey-v1.tbo
2000008,[O-]C(=O)c1cc(C(=O)[O-])c(c(c1)C(=O)[O-])Cl.[O-]C(=O)c1cc(C(=O)[O-])c(c(c1Cl)C(=O)[O-])Cl.[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn][Zn] MOFid-v1.tbo.cat0;2000008,Zn.OTKXMOYDLBLHMX.QMKYBPDZANOJGF.ZLVWWYGZJKGHQJ.MOFkey-v1.tbo
2000009,[O-]C(=O)c1c(Cl)c(C(=O)[O-])c(c(c1Cl)C(=O)[O-])Cl.[O-]C(=O)c1cc(C(=O)[O-])c(c(c1)C(=O)[O-])Cl.[O-]C(=O)c1cc(C(=O)[O-])c(c(c1Cl)C(=O)[O-])Cl.[Zn][Zn] MOFid-v1.tbo.cat0;2000009,Zn.OTKXMOYDLBLHMX.QLSAECGPYQVDFN.ZLVWWYGZJKGHQJ.MOFkey-v1.tbo
2000010,[O-]C(=O)c1c(Cl)c(C(=O)[O-])c(c(c1Cl)C(=O)[O-])Cl.[O-]C(=O)c1cc(C(=O)[O-])c(c(c1)C(=O)[O-])Cl.[O-]C(=O)c1cc(C(=O)[O-])c(c(c1Cl)C(=O)[O-])Cl.[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn][Zn] MOFid-v1.tbo.cat0;2000010,Zn.OTKXMOYDLBLHMX.QLSAECGPYQVDFN.QMKYBPDZANOJGF.ZLVWWYGZJKGHQJ.MOFkey-v1.tbo
2000011,[O-]C(=O)c1cc(C(=O)[O-])c(c(c1)C(=O)[O-])Br.[O-]C(=O)c1cc(C(=O)[O-])c(c(c1Br)C(=O)[O-])Br.[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn][Zn] MOFid-v1.tbo.cat0;2000011,Zn.FLDATZLQLJIBDG.GHJHMIOJYLEVAV.QMKYBPDZANOJGF.MOFkey-v1.tbo
2000012,[O-]C(=O)c1c(Br)c(C(=O)[O-])c(c(c1Br)C(=O)[O-])Br.[O-]C(=O)c1cc(C(=O)[O-])c(c(c1)C(=O)[O-])Br.[O-]C(=O)c1cc(C(=O)[O-])c(c(c1Br)C(=O)[O-])Br.[Zn][Zn] MOFid-v1.tbo.cat0;2000012,Zn.FLDATZLQLJIBDG.GHJHMIOJYLEVAV.KZQVUBUSVAUJCG.MOFkey-v1.tbo
2000013,[O-]C(=O)c1cc(C(=O)[O-])c(c(c1)C(=O)[O-])Br.[O-]C(=O)c1cc(C(=O)[O-])c(c(c1Br)C(=O)[O-])Br.[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn][Zn] MOFid-v1.tbo.cat0;2000013,Zn.FLDATZLQLJIBDG.GHJHMIOJYLEVAV.QMKYBPDZANOJGF.MOFkey-v1.tbo
2000014,[O-]C(=O)c1cc(C(=O)[O-])c(c(c1)C(=O)[O-])Br.[O-]C(=O)c1cc(C(=O)[O-])c(c(c1Br)C(=O)[O-])Br.[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn][Zn] MOFid-v1.tbo.cat0;2000014,Zn.FLDATZLQLJIBDG.GHJHMIOJYLEVAV.QMKYBPDZANOJGF.MOFkey-v1.tbo
2000015,[O-]C(=O)c1c(Br)c(C(=O)[O-])c(c(c1Br)C(=O)[O-])Br.[O-]C(=O)c1cc(C(=O)[O-])c(c(c1)C(=O)[O-])Br.[O-]C(=O)c1cc(C(=O)[O-])c(c(c1Br)C(=O)[O-])Br.[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn][Zn] MOFid-v1.tbo.cat0;2000015,Zn.FLDATZLQLJIBDG.GHJHMIOJYLEVAV.KZQVUBUSVAUJCG.QMKYBPDZANOJGF.MOFkey-v1.tbo
2000016,[O-]C(=O)c1cc(C(=O)[O-])c(c(c1)C(=O)[O-])C.[O-]C(=O)c1cc(C(=O)[O-])c(c(c1C)C(=O)[O-])C.[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn][Zn] MOFid-v1.tbo.cat0;2000016,Zn.AYXZCFRWTIRMLY.CLVBQOMZMONXCP.QMKYBPDZANOJGF.MOFkey-v1.tbo
