5054871,* MOFid-v1.NA.NA;5054871,
5055053,* MOFid-v1.NA.NAno_mof;5055053,NA.MISSING_LINKERS.MOFkey-v1
5055054,* MOFid-v1.NA.NAno_mof;5055054,NA.MISSING_LINKERS.MOFkey-v1
5055055,BrO[C](c1c2[C]=CC=[C]c2c(c2=[C]C(=C([C]=c12)Br)Br)C(OBr)(OBr)Br)OBr.Brc1nccc(c1)N1C(=O)c2ccc3c4c2c(C1=O)c(Br)cc4C(=O)N(C3=O)c1cc(Br)nc(c1)Br.[O-]C(=O)c1c2C=[C]C=Cc2c(c2c1C=[C][C]=[C]2)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu,ERROR.cat0;5055055,Zn.PSLMYFLPYLDPSR.ZXXNOMKIDNSKFQ.ZZIMRAUDDYUNAT.MOFkey-v1.pcu
5055056,C1=[C]c2c([C]=C1)nc1=[C]C=CC=c1n2.[Zn][Zn] MOFid-v1.ERROR.cat0;5055056,Zn.GMUZGAMYAQQJMP.MOFkey-v1.ERROR
5055057,Brc1ccc2c(c1)nc1=CC(=C([C]=c1n2)Br)Br.[Zn][Zn] MOFid-v1.pcu.cat0;5055057,Zn.MAOVXOKTFWSLAQ.MOFkey-v1.pcu
5055058,Brc1ccc2c(c1)nc1=CC(=C([C]=c1n2)Br)Br.[Zn][Zn] MOFid-v1.pcu.cat1;5055058,Zn.MAOVXOKTFWSLAQ.MOFkey-v1.pcu
5055059,BrO[C]1N(C2=CC=NC=[C]2)C(=O)c2c3c1ccc1c3c(c(c2)Br)C(=O)N([C]1OBr)C1=[C]C=NC=C1.[O-]C(=O)c1c2C=CC=[C]c2c(c2=C(C=C[C]=c12)Br)C(=O)[O-].[O-]C(=O)c1ccc(cc1)N1C(=O)c2ccc3c4c2c(C1=O)c(Br)cc4C(=O)N(C3=O)c1ccc(c(c1)Br)C(=O)[O-].[Br].[Br].[Zn][Zn] MOFid-v1.pcu,ERROR.cat0;5055059,Zn.IYHSOHSKNIUNMX.JDUUQAMGQCVTOD.YVIZOQONYFZLMQ.MOFkey-v1.pcu
5055060,Brc1cc2nc3C=CC=[C]c3nc2cc1Br.[Zn][Zn] MOFid-v1.pcu.cat0;5055060,Zn.JMCPPFBGZZECAI.MOFkey-v1.pcu
5055061,Cc1ccc2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])ccc(c1)C.[O-]C(=O)c1ccc(cc1C)N1C(=O)c2c(C)cc3c4c2c(C1=O)c(C)c(c4[C]N(C3=O)c1ccc(c(c1C)C)C(=O)[O-])C.[Zn][Zn] MOFid-v1.sql.cat0;5055061,Zn.BAUPZMVJJITACJ.NLGSRXPWQLUGSG.MOFkey-v1.sql
5055062,Cc1cc(C(=O)[O-])c(c(c1N1[C]C2=c3c(=[C]1)c(C)cc1c3[C](C(=C2C)C)C(=O)N(C1=O)c1cc(C)c(c(c1)C)C(=O)[O-])C)C.Cc1cc(ccc1N1[C]c2c(C)cc3=[C]N([C]C4=c3c2[C](C1=O)C(=C4C)C)c1c(C)cc(c(c1C)C)C(=O)[O-])C(=O)[O-].Cc1cccc2c1nc1cccc(c1n2)C.[Zn][Zn] MOFid-v1.pcu.cat0;5055062,Zn.KCPAXFIRTVIOMH.RMLWUCCMGHPHLM.XEWNMXMURNDKRC.MOFkey-v1.pcu
5055063,CC1=C2[C]N(C(=O)C3=C2[C]2C(=C1)[C]N([C]=C2C(=C3C)C)c1c(C)cc(c(c1C)C)C(=O)[O-])c1ccc(cc1C)C(=O)[O-].Cc1cc(C(=O)[O-])c(c(c1N1[C]C2=c3c(=[C]1)c(C)cc1c3[C](C(=C2C)C)C(=O)N(C1=O)c1cc(C)c(c(c1)C)C(=O)[O-])C)C.Cc1cc(ccc1N1[C]c2c(C)cc3=[C]N([C]C4=c3c2[C](C1=O)C(=C4C)C)c1c(C)cc(c(c1C)C)C(=O)[O-])C(=O)[O-].Cc1cccc2c1nc1cccc(c1n2)C.[Zn][Zn] MOFid-v1.pcu.cat1;5055063,Zn.KCPAXFIRTVIOMH.RMLWUCCMGHPHLM.XEWNMXMURNDKRC.MOFkey-v1.pcu
5055064,Cc1cc(cc(c1N1[C]C2=c3c(=[C]1)c(C)c(c1c3[C](C(=C2C)C)C(=O)N(C1=O)c1ccc(c(c1)C)C(=O)[O-])C)C)C(=O)[O-].Cc1ccc2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])[C]=CC=C1C.[Zn][Zn] MOFid-v1.sql.cat0;5055064,Zn.BIUZTDWXPXJWRO.IZRXYVXUMJKQEB.MOFkey-v1.sql
5055065,* MOFid-v1.NA.NAno_mof;5055065,NA.MISSING_LINKERS.MOFkey-v1
5055066,* MOFid-v1.NA.NAno_mof;5055066,NA.MISSING_LINKERS.MOFkey-v1
5055067,* MOFid-v1.NA.NAno_mof;5055067,NA.MISSING_LINKERS.MOFkey-v1
5055068,CCCc1cc(ccc1N1[C]c2c(CCC)cc3c4c2c(C1=O)cc(c4[C]N(C3=O)c1ccc(cc1)C(=O)[O-])CCC)C(=O)[O-].CCCc1ccc2c(c1)nc1c(n2)cc(c(c1)CCC)CCC.[O-]C(=O)c1c2ccccc2c(c2c1cccc2)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;5055068,Zn.AXTQEBLMVONLIQ.FDFGHPKPHFUHBP.IXKPRHUHPARXRB.MOFkey-v1.pcu
5055069,CCCc1cc(ccc1N1[C]c2ccc3c4c2c(C1=O)ccc4C(=O)N(C3=O)c1ccc(cc1)C(=O)[O-])C(=O)[O-].CCCc1ccc2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])cccc1.CCCc1ccc2c(c1)nc1c(n2)cccc1.[Zn][Zn] MOFid-v1.pcu.cat0;5055069,Zn.NOSATPMROZBCAL.SGFRFYYSSMFDDI.TWRADEJSXXBMNP.MOFkey-v1.pcu
5055070,* MOFid-v1.NA.NA;5055070,
5055071,N[NH2]c1cc(N)c(c2c1c(C(=O)[O-])c1c(c2C(=O)[O-])cccc1)N.Nc1ccc2c(c1)nc1c(n2)cc(c(c1)N)N.O=C1N(C2=C[C]=C(C=C2)C(=O)[O-])C(=O)C2=C(N)C=C3[C]4C2=C1C=CC4=[C]N([C]3)c1c(N)cc(c(c1N)N)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;5055071,Zn.FYPBDPIHLQSVTJ.NPSHKYRLDHUWLW.UNVRUCWIMKJAGG.MOFkey-v1.pcu
5055072,Nc1cc(N)c2c(c1)nc1c(n2)c(N)c(cc1)N.[O-]C(=O)c1cc(N)c(c(c1)N)N1[C]c2c(N)cc3c4c2c(C1=O)c(N)c(c4C(=O)N(C3=O)c1c(N)cc(c(c1N)N)C(=O)[O-])N.[O-]C(=O)c1ccc2c(c1)[NH2]O[C]1N2C(=O)c2ccc3c4c2c1ccc4[C]N(C3=O)c1cc(N)c(cc1N)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;5055072,Zn.SZKOMVKROMCXHX.XBMZBGYUHZDAAO.XPPKNVLYPGTZPN.MOFkey-v1.pcu
5055073,Nc1cc(C(=O)[O-])c(cc1N1[C]c2c(N)c(N)c3c4c2c(C1=O)cc(c4C(=O)N(C3=O)c1ccc(c(c1)N)C(=O)[O-])N)N.Nc1ccc2c(c1)nc1c(n2)c(N)cc(c1)N.[O-]C(=O)c1ccc(c(c1)N)N1C(=O)c2cc(N)c3c4c2c(C1=O)c(N)cc4C(=O)N(C3=O)c1c(N)cc(c(c1N)N)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;5055073,Zn.DRYIOQRJYRBHDV.LIXTUFZWRPWZKM.ZFNOVQSFDJYDAJ.MOFkey-v1.pcu
5055074,* MOFid-v1.NA.NA;5055074,
5055075,[CH2][C]1[CH]C1C=C1C([CH])O[C]2N3c4c1cc(cc4C(=[CH])C(OC3=C1[C]3C2=CC=C2C3=C(C(=C1)c1ccccc1)C(=O)N(C2=O)c1ccc(cc1)C(=O)[O-])[CH])C(=O)[O-].[O-]C(=O)c1c2ccccc2c(c2c1cccc2)C(=O)[O-].[Zn][Zn].c1ccc2c(c1)nc1c(n2)cccc1 MOFid-v1.pcu.cat0;5055075,Zn.FDFGHPKPHFUHBP.PCNDJXKNXGMECE.YQDLVULLYJRSDZ.MOFkey-v1.pcu
5055076,OO[C]1N(C2=[C]C(=NC=[C]2)O)C(=C2[C]3C1=C(O)C=C1C3=C(C(=C2O)O)C(=O)N(C1=O)C1=CC(=[N]=C([CH]1)O)O)OO.Oc1cc(O)c2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])c(O)ccc1O.Oc1ccc2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])ccc(c1O)O.[Zn][Zn] MOFid-v1.pcu.cat0;5055076,Zn.KNUHVKLLCHYUAW.RXPJSXCGTTYJLK.VGCYDDZCVZQTEY.MOFkey-v1.pcu
5055077,OC1=N[C]=CC(=C1)N1C(=O)c2cc(O)c3c4c2c(C1=O)cc(c4C(=O)N(C3=O)c1ccnc(c1)O)O.OOC(=O)c1c2c3c(OOC(=O)c3c3=C(C(=C[C]=c13)O)O)c(c(c2O)O)O.Oc1ccc2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])c(O)ccc1.[Zn][Zn] MOFid-v1.pcu.cat0;5055077,Zn.HCSRHXDTDTZQHH.NMGJSBAUHSDXRA.ONGFMGJPERJUOD.MOFkey-v1.pcu
5055078,OOC(=O)c1c2=[C]C=C([C]=c2c(c2c1cccc2)C(=O)OO)O.OO[C]1N(C2=CC(=C(C(=[C]2)O)C(=O)[O-])O)C(=O)c2c3c1c(O)c(O)c1c3c(cc2O)C(=O)N(C1=O)c1ccc(cc1)C(=O)[O-].OO[C]1N(C2=CC(=NC=[C]2)O)C(=O)c2c3c1c(O)c(O)c1c3c(cc2O)C(=O)N([C]1OO)C1=CC=NC=[C]1.[Zn][Zn] MOFid-v1.pcu.cat0;5055078,Zn.CLNXUVFJHLTWMC.VVRHODAPBAHBDT.XMUXUEYYPIGZJG.MOFkey-v1.pcu
5055079,* MOFid-v1.NA.NAno_mof;5055079,NA.MISSING_LINKERS.MOFkey-v1
5055080,N#Cc1cc2nc3c4[C]N5O[C]6ON5[C]c(c3nc2c(c1)[C][N]12OC(=O)c3c5c7[C]1N2C([O])([O])N1[C]c(c(c7)C#N)c5c6c2c3c([C][N]C([O])([O])c3ccc(cc3C#N)N3C(=O)[C]5c6c7=C([C]8N9C%10=C(C=C1[C](C#N)C%10=C([N])O8)C(=[N])OC9=c7c(C#N)c(C#N)c6C3=O)C=C5)c(C#N)c(c2)C#N)c(c4)C#N.[Zn][Zn] MOFid-v1.ERROR.cat0;5055080,Zn.KVLGRLBSWZWPIB.MOFkey-v1.ERROR
5055081,N#Cc1c2[C][N]34C56[N]73[N]45[C]c(c1C#N)c1c2nc2c(cccc2n1)[C]N1OC(=O)c2ccc3cc2[C]N2C4c5c(c(c8[C]9[N]%106[C]C6=C(N(C7([O])[O])[C]C(=CC9%10)c8c5C(=O)O1)C=C1[C]5C6=C([N])OC6=c7c8[C][N][N][C]C9=C%10[C]%11c(c7=C9[C](N56)OC1=[N])c(c8[C][N][N][C]%10)C(=O)N3C%11=O)C(=O)[O-])C=CC24C#N.[Zn][Zn] MOFid-v1.ERROR.cat0;5055081,Zn.XGWCVXRQULQNBP.MOFkey-v1.ERROR
5055082,COc1cc(C(=O)[O-])c(cc1N1C(=O)c2ccc3c4c2c(C1=O)cc(c4C(=O)N(C3=O)c1c(OC)cc(c(c1OC)OC)C(=O)[O-])OC)OC.[Zn][Zn] MOFid-v1.pcu,sql.cat0;5055082,Zn.AZYHZVHCYYYONH.MOFkey-v1.pcu
5055083,COc1cc2c(C(=O)[O-])c3c(OC)c(OC)cc(c3c(c2cc1OC)C(=O)[O-])OC.COc1cc2nc3c(nc2cc1OC)cc(c(c3O[CH])OC)OC.COc1cc(ccc1N1C(=O)c2ccc3c4c2c(C1=O)cc(c4C(=O)N(C3=O)c1cc(O)c(c(c1)OC)C([O])[O])OC)C(=O)[O-].[Zn][Zn] MOFid-v1.ERROR.cat0;5055083,Zn.REVYWCGHFGGRDN.MOFkey-v1.ERROR
5055084,* MOFid-v1.NA.NA;5055084,
5055085,CCOc1cnc(c(c1N1C(=O)c2ccc3c4c2c(C1=O)ccc4C(=O)N(C3=O)c1c(OCC)cnc(c1OCC)OCC)OCC)OCC.[CH2]Oc1cccc2c1c(C(=O)[O-])c1ccccc1c2C(=O)[O-].[Zn][Zn] MOFid-v1.sql.cat0;5055085,Zn.ZEGIOMGNJMGVKB.ZUYIPRCQTIOPPR.MOFkey-v1.sql
5055086,* MOFid-v1.NA.NA;5055086,
5055087,N=Nc1cc(ccc1C(=O)[O-])N1C(=O)c2cc(N=N)c3c4c2c(C1=O)c(N=N)cc4C(=O)N(C3=O)c1ccc2c(c1)[N]NOC2=O.[Zn][Zn] MOFid-v1.ERROR,cpr.cat0;5055087,Zn.SQHKBBIZCKWSPR.MOFkey-v1.ERROR
5055088,[O-]C(=O)c1ccc(cc1)N1C(=O)c2ccc3c4c2c(C1=O)ccc4C(=O)N(C3=O)c1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccc2c(c1)c1cccc(c1cc2)C(=O)[O-].[Zn][Zn].c1ncc2c(c1)ccc1c2cccn1 MOFid-v1.pcu.cat0;5055088,Zn.CHTLVASIXCFOHC.HXRRPPRLOGSPCN.YNACRJFIOLJWEO.MOFkey-v1.pcu
5055089,O=C1N(c2ccncc2)C(=O)c2c3c1ccc1c3c(cc2)C(=O)N(C1=O)c1ccncc1.[O-]C(=O)c1ccc2c(c1)c1cccc(c1cc2)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;5055089,Zn.HXRRPPRLOGSPCN.IBRPEOCBRYYINT.MOFkey-v1.pcu
5055090,Fc1ncc2c(c1)cc(c1c2cc(F)c(n1)F)F.[O-]C(=O)C1=C(F)C(=C(C=[C]1)N1C(=O)c2ccc3c4c2c(C1=O)c(F)cc4C(=O)N(C3=O)c1c(F)cc(c(c1F)F)C(=O)[O-])F.[O-]C(=O)C1=Cc2c(C=[C]1)c(F)cc1c2cc(F)c(c1C(=O)[O-])F.[Zn][Zn] MOFid-v1.pcu.cat0;5055090,Zn.CTLBKPBJEHPPPX.RWUILRDGDKGPJP.UXFOPDGCIMFNLT.MOFkey-v1.pcu
5055091,Fc1cc(ccc1N1C(=O)c2c(F)cc3c4c2c(C1=O)c(F)cc4C(=O)N(C3=O)c1c(F)cc(c(c1F)F)C(=O)[O-])C(=O)[O-].Fc1ncc2c(c1)c(F)c(c1c2c(F)c(cn1)F)F.[O-]C(=O)c1cc2c3ccc(c(c3c(c(c2cc1F)F)F)C(=O)[O-])F.[Zn][Zn] MOFid-v1.pcu.cat0;5055091,Zn.NXMRHRJUXNBSOK.QWEPUHMSSOSLSR.WTCKLBLCCSDOIP.MOFkey-v1.pcu
5055092,Fc1c(F)ncc2c1c(F)c(F)c1c2cccn1.[O-]C(=O)c1cc(F)c(c(c1F)F)N1C(=O)c2ccc3c4c2c(C1=O)c(F)cc4C(=O)N(C3=O)c1cc(F)c(c(c1F)F)C(=O)[O-].[O-]C(=O)c1ccc(cc1)N1C(=O)c2ccc3c4c2c(C1=O)c(F)c(c4C(=O)N(C3=O)c1ccc(cc1F)C(=O)[O-])F.[Zn][Zn] MOFid-v1.pcu.cat0;5055092,Zn.BKRKMLBGBKZBBR.QNUWPNJLXWYDGY.TZGBCRPDQFRPAJ.MOFkey-v1.pcu
5055093,Fc1c(F)ncc2c1c(F)c(F)c1c2cccn1.[O-]C(=O)c1cc(F)c(c(c1F)F)N1C(=O)c2ccc3c4c2c(C1=O)c(F)cc4C(=O)N(C3=O)c1cc(F)c(c(c1F)F)C(=O)[O-].[O-]C(=O)c1ccc(cc1)N1C(=O)c2ccc3c4c2c(C1=O)c(F)c(c4C(=O)N(C3=O)c1ccc(cc1F)C(=O)[O-])F.[Zn][Zn] MOFid-v1.pcu.cat1;5055093,Zn.BKRKMLBGBKZBBR.QNUWPNJLXWYDGY.TZGBCRPDQFRPAJ.MOFkey-v1.pcu
5055094,Fc1c(F)ncc2c1c(F)c(F)c1c2cccn1.[O-]C(=O)c1cc(F)c(c(c1F)F)N1C(=O)c2ccc3c4c2c(C1=O)c(F)cc4C(=O)N(C3=O)c1cc(F)c(c(c1F)F)C(=O)[O-].[O-]C(=O)c1ccc(cc1)N1C(=O)c2ccc3c4c2c(C1=O)c(F)c(c4C(=O)N(C3=O)c1ccc(cc1F)C(=O)[O-])F.[Zn][Zn] MOFid-v1.pcu.cat2;5055094,Zn.BKRKMLBGBKZBBR.QNUWPNJLXWYDGY.TZGBCRPDQFRPAJ.MOFkey-v1.pcu
5055095,Fc1nc(F)c2c(c1)cc(c1c2cc(F)c(n1)F)F.[O-]C(=O)c1cc(F)c2c(c1)c1c(F)ccc(c1cc2F)C(=O)[O-].[O-]C(=O)c1ccc(cc1)N1C(=O)c2ccc3c4c2c(C1=O)ccc4C(=O)N(C3=O)c1cc(F)c(cc1F)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;5055095,Zn.KNCXSVKKEUJYTD.LRLPPILCDFINQY.RAOOFCNDIONERL.MOFkey-v1.pcu
5055096,Fc1ncc2c(c1)cc(c1c2c(F)ccn1)F.[O-]C(=O)c1ccc(c(c1F)F)N1C(=O)c2cc(F)c3c4c2c(C1=O)c(F)cc4C(=O)N(C3=O)c1cc(F)c(c(c1F)F)C(=O)[O-].[O-]C(=O)c1ccc2c(c1)c1cccc(c1cc2F)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;5055096,Zn.GGRYCFIZJYJNIS.HERBCBLJYVGIBL.LMNOZELZTGKJJL.MOFkey-v1.pcu
5055097,* MOFid-v1.NA.NAno_mof;5055097,NA.MISSING_LINKERS.MOFkey-v1
5055098,* MOFid-v1.NA.NAno_mof;5055098,NA.MISSING_LINKERS.MOFkey-v1
5055099,* MOFid-v1.NA.NAno_mof;5055099,NA.MISSING_LINKERS.MOFkey-v1
5055100,* MOFid-v1.NA.NAno_mof;5055100,NA.MISSING_LINKERS.MOFkey-v1
5055101,ClC1=Cc2c([C]=N1)c1[C]=CC=Nc1cc2.ClOC1=c2cc(Cl)c3=C(OCl)N(C(=c4c3c2c(=C(N1C1=[C]C=C(C(=[C]1)Cl)C(=O)[O-])OCl)c(Cl)c4)OCl)C1=[C]C(=C(C=[C]1)C(=O)[O-])Cl.[O-]C(=O)c1cc2c3c(Cl)c(Cl)cc(c3ccc2c(c1Cl)Cl)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;5055101,Zn.AUHOKCRNPJXODA.QOMYQJOMYRMCCP.ZNTJMMSMYPBFLF.MOFkey-v1.pcu
5055102,ClC1=Cc2c([C]=N1)c1[C]=CC=Nc1cc2.ClOC1=c2cc(Cl)c3=C(OCl)N(C(=c4c3c2c(=C(N1C1=[C]C=C(C(=[C]1)Cl)C(=O)[O-])OCl)c(Cl)c4)OCl)C1=[C]C(=C(C=[C]1)C(=O)[O-])Cl.ClOC1=c2cc(Cl)c3=C(OCl)N(C(=c4c3c2c(=C(N1C1=[C]C=C(C(=[C]1)Cl)C(=O)[O-])OCl)c(Cl)c4)OCl)C1=[C]C=C(C(=[C]1)Cl)C(=O)[O-].[O-]C(=O)c1cc2c3c(Cl)c(Cl)cc(c3ccc2c(c1Cl)Cl)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat1;5055102,Zn.AUHOKCRNPJXODA.QOMYQJOMYRMCCP.ZNTJMMSMYPBFLF.MOFkey-v1.pcu
5055103,BrOC1=C2C(=CC3=C4[C]2C(=C(C(=C4[C](N(C3=O)C2=[C][C]=C(C=C2)C(=O)[O-])OBr)Br)Br)[C](N1C1=[C][C]=C([C]=[C]1)C(=O)[O-])OBr)Br.Brc1cc2C3=C(C=[C]c2c(c1)C(=O)[O-])C=C(C(=[C]3)C(=O)[O-])Br.Brc1cc2c(nc1Br)cc(c1c2[C]=NC=C1Br)Br.[Zn][Zn] MOFid-v1.pcu.cat0;5055103,Zn.GREUEEGIIRRPDZ.NWLOORDETBRFAU.WBLQLGFAAOMSPK.MOFkey-v1.pcu
5055104,BrC1=[C]c2c(C(=C1)C(=O)[O-])c(Br)c(c1c2cc(cc1)C(=O)[O-])Br.BrO[C]1N(C2=[C]C=C(C=C2)C(=O)[O-])C(=O)c2c3c1ccc1c3c(cc2Br)C(=O)N([C]1OBr)C1=CC=C(C(=[C]1)Br)C(=O)[O-].Brc1ncc2c(c1Br)c(Br)cc1c2c(Br)c(cn1)Br.[Zn][Zn] MOFid-v1.pcu.cat0;5055104,Zn.BWWAAMHVPBXLPL.GXGJWBDHKLDQKW.QVQCNUPPAFBUSA.MOFkey-v1.pcu
5055105,BrC1=CC(=c2c(=[C]1)c1cc(cc(c1cc2)Br)C(=O)[O-])C(=O)[O-].[Br].BrC1=Cc2c([C]=N1)c1cc(Br)c(nc1cc2Br)Br.BrO[C]1N(C2=[C]C=C(C(=[C]2)Br)C(=O)[O-])C(=c2c3c1cc(Br)c1c3c(cc2Br)c(=O)n(c1OBr)C1=[C]C=C(C=C1)C(=O)[O-])OBr.[Zn][Zn] MOFid-v1.pcu.cat0;5055105,Zn.QIYAETJIGWJKSI.QWBRTHHUFJJTGN.VTFMDDZRXJHITO.MOFkey-v1.pcu
5055106,BrC1=CC(=c2c(=[C]1)c1cc(cc(c1cc2)Br)C(=O)[O-])C(=O)[O-].[Br].BrC1=Cc2c([C]=N1)c1cc(Br)c(nc1cc2Br)Br.BrC1=[C]c2c(C(=C1)C(=O)[O-])ccc1c2cc(cc1Br)C(=O)[O-].[Br].BrO[C]1N(C2=[C]C=C(C(=[C]2)Br)C(=O)[O-])C(=c2c3c1cc(Br)c1c3c(cc2Br)c(=O)n(c1OBr)C1=CC=C(C=[C]1)C(=O)[O-])OBr.BrO[C]1N(C2=[C]C=C(C(=[C]2)Br)C(=O)[O-])C(=c2c3c1cc(Br)c1c3c(cc2Br)c(=O)n(c1OBr)C1=[C]C=C(C=C1)C(=O)[O-])OBr.[Zn][Zn] MOFid-v1.pcu.cat1;5055106,Zn.QIYAETJIGWJKSI.QWBRTHHUFJJTGN.VTFMDDZRXJHITO.MOFkey-v1.pcu
5055107,Brc1cnc2c(c1)C1=[C]N=C(C(=C1C=[C]2)Br)Br.[Zn][Zn] MOFid-v1.pcu.cat0;5055107,Zn.FQQVMCJRKSHBHE.MOFkey-v1.pcu
5055108,Brc1cnc2c(c1)C1=[C]N=C(C(=C1C=[C]2)Br)Br.[Zn][Zn] MOFid-v1.pcu.cat1;5055108,Zn.FQQVMCJRKSHBHE.MOFkey-v1.pcu
5055109,Brc1ncc(c2c1-c1cccnc1[C]=C2)Br.[Zn][Zn] MOFid-v1.pcu.cat0;5055109,Zn.IQNMBNGAZOCRHF.MOFkey-v1.pcu
5055110,Cc1ncc2c(c1)cc(c1c2cccn1)C.[O-]C(=O)c1cc(C)c(cc1C)N1[C]c2ccc3c4c2c(C1=O)c(C)c(c4C(=O)N([C]3)c1ccc(c(c1C)C)C(=O)[O-])C.[O-]C(=O)c1ccc(c(c1)C)N1[C]c2c(C)c(C)c3c4c2c(C1=O)cc(c4[C]N(C3=O)c1cc(C)c(cc1C)C(=O)[O-])C.[Zn][Zn] MOFid-v1.pcu.cat0;5055110,Zn.BLDVQRKZMFGQRI.FGNGILJJGNNKMU.GALDNYVRDANLSD.MOFkey-v1.pcu
5055111,Cc1ncc2c(c1)cc(c1c2cccn1)C.[O-]C(=O)c1cc(C)c(cc1C)N1[C]c2ccc3c4c2c(C1=O)c(C)c(c4C(=O)N([C]3)c1ccc(c(c1C)C)C(=O)[O-])C.[O-]C(=O)c1ccc(c(c1)C)N1[C]c2c(C)c(C)c3c4c2c(C1=O)cc(c4[C]N(C3=O)c1cc(C)c(cc1C)C(=O)[O-])C.[Zn][Zn] MOFid-v1.pcu.cat1;5055111,Zn.BLDVQRKZMFGQRI.FGNGILJJGNNKMU.GALDNYVRDANLSD.MOFkey-v1.pcu
5055112,Cc1ncc2c(c1)cc(c1c2cccn1)C.[O-]C(=O)c1cc(C)c(cc1C)N1[C]c2ccc3c4c2c(C1=O)c(C)c(c4C(=O)N([C]3)c1ccc(c(c1C)C)C(=O)[O-])C.[O-]C(=O)c1ccc(c(c1)C)N1[C]c2c(C)c(C)c3c4c2c(C1=O)cc(c4[C]N(C3=O)c1cc(C)c(cc1C)C(=O)[O-])C.[Zn][Zn] MOFid-v1.pcu.cat2;5055112,Zn.BLDVQRKZMFGQRI.FGNGILJJGNNKMU.GALDNYVRDANLSD.MOFkey-v1.pcu
5055113,Cc1ncc2c(c1)cc(c1c2cccn1)C.[O-]C(=O)c1cc(C)c(cc1C)N1[C]c2ccc3c4c2c(C1=O)c(C)c(c4C(=O)N([C]3)c1ccc(c(c1C)C)C(=O)[O-])C.[O-]C(=O)c1ccc(c(c1)C)N1[C]c2c(C)c(C)c3c4c2c(C1=O)cc(c4[C]N(C3=O)c1cc(C)c(cc1C)C(=O)[O-])C.[Zn][Zn] MOFid-v1.pcu.cat3;5055113,Zn.BLDVQRKZMFGQRI.FGNGILJJGNNKMU.GALDNYVRDANLSD.MOFkey-v1.pcu
5055114,Cc1cnc2c(c1)c1c(C)nccc1cc2.[O-]C(=O)c1cc2c3c(C)cc(c(c3ccc2c(c1C)C)C(=O)[O-])C.[O-]C(=O)c1ccc(cc1C)N1C(=O)c2ccc3c4c2c(C1=O)c(C)cc4[C]N(C3=O)c1ccc(c(c1C)C)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;5055114,Zn.QCEVJSBWCPCUAR.QVZAQWIISXDAFV.ROJPHBNVAHMTIJ.MOFkey-v1.pcu
5055116,CC1=C(C)c2c([C]=N1)c1cc(C)c(nc1c(c2)C)C.[O-]C(=O)C1=CC=C(C=[C]1)N1C(=O)c2c(C)cc3c4c2c(C1=O)c(C)c(c4C(=O)N(C3=O)c1ccc(c(c1)C)C(=O)[O-])C.[O-]C(=O)c1cc2c(cc1C)ccc1c2c(C)cc(c1C(=O)[O-])C.[Zn][Zn] MOFid-v1.pcu.cat0;5055116,Zn.NAPNBJWASMJCQU.NGEYNFAXOWFFHF.PZMPXJZLRBPALF.MOFkey-v1.pcu
5055117,Cc1cc(C(=O)[O-])c(cc1N1[C]c2cc(C)c3c4c2c(C1=O)c(C)cc4C(=O)N([C]3)c1ccc(c(c1C)C)C(=O)[O-])C.Cc1cc(ccc1N1[C]c2cc(C)c3c4c2c(C1=O)c(C)cc4C(=O)N([C]3)c1ccc(c(c1C)C)C(=O)[O-])C(=O)[O-].Cc1cnc2c(c1)c1[C]=NC(=Cc1c(c2C)C)C.[Zn][Zn] MOFid-v1.pcu.cat0;5055117,Zn.RACLHDHGKCVIJE.SNBUXSAXPUSOJH.VFMYVANBKKUORK.MOFkey-v1.pcu
5055118,Cc1cc(C(=O)[O-])c(cc1N1[C]c2cc(C)c3c4c2c(C1=O)c(C)cc4C(=O)N([C]3)c1ccc(c(c1C)C)C(=O)[O-])C.Cc1cc(ccc1N1[C]c2cc(C)c3c4c2c(C1=O)c(C)cc4C(=O)N([C]3)c1ccc(c(c1C)C)C(=O)[O-])C(=O)[O-].Cc1cnc2c(c1)c1[C]=NC(=Cc1c(c2C)C)C.[Zn][Zn] MOFid-v1.pcu.cat1;5055118,Zn.RACLHDHGKCVIJE.SNBUXSAXPUSOJH.VFMYVANBKKUORK.MOFkey-v1.pcu
