filename	mofkey
AQEGUY_clean.cif	Ba.INHWJIPXVDWVNA.MOFkey-v1.UNKNOWN
AQEQES_clean.cif	Co.CYIDZMCFTVVTJO.MOFkey-v1.pts
AQEQIW_clean.cif	Zn.CYIDZMCFTVVTJO.MOFkey-v1.pts
AQERUL_clean.cif	Co.BCIWWKWCWKQBNF.BDAGIHXWWSANSR.GRVDJDISBSALJP.NLOAOXIUYAGBGO.MOFkey-v1.ERROR
AQETIA_clean.cif	MnNb.JEVCWSUVFOYBFI.MOFkey-v1.ERROR
AQETUM_clean.cif	MnNb.JEVCWSUVFOYBFI.MOFkey-v1.UNKNOWN
AQIQAU_clean.cif	Cd.VFLSZZOUUGUMJV.MOFkey-v1.ths
AQIQIC_clean.cif	Mn.ACOGAEPIIZDZNM.CYYOYBQWUBDCCS.VUQBDNXYMFPPFM.MOFkey-v1.UNKNOWN
AQIXUU_clean.cif	Co.MISSING_LINKERS.MOFkey-v1.UNKNOWN
AQIXUV_clean.cif	Ni.GIVPFNWTXATYKC.MGFJDEHFNMWYBD.MOFkey-v1.UNKNOWN
AQMAND01_clean.cif	Nd.OFOBLEOULBTSOW.XUGXYRKPTFJFEX.MOFkey-v1.ERROR
AQMAND_clean.cif	Nd.WZWVWDUGLHBFRR.MOFkey-v1.ERROR
AQODOA_clean.cif	Ag.CIJLJHLXXKKPBH.VKYKSIONXSXAKP.MOFkey-v1.ins
AQOLEZ_clean.cif	Co.SRBXVEKGWLSQKZ.MOFkey-v1.the
AQOLID_clean.cif	Co.KCGFTDRRGKWJJA.MOFkey-v1.the
AQOLOJ_clean.cif	NA.MISSING_LINKERS.MOFkey-v1
AQOLUP_clean.cif	Co.OBGWAPCFHDYOJW.MOFkey-v1.the
AQOMAW_clean.cif	Co.PJSMFZDMZONQKK.MOFkey-v1.the
AQOMEA01_clean.cif	Co.OBGWAPCFHDYOJW.MOFkey-v1.the
AQOMEA_clean.cif	Co.OBGWAPCFHDYOJW.MOFkey-v1.the
AQOSEG_clean.cif	Cu.HVMMGTLUNJNHFE.MOFkey-v1.UNKNOWN
AQOTIK_clean.cif	FePt.JEVCWSUVFOYBFI.MOFkey-v1.sql
AQUCOF_clean.cif	Cu.NIPZZXUFJPQHNH.MOFkey-v1.UNKNOWN
AQUCOG_clean.cif	Ni.YXUXCIBWQAOXRL.MOFkey-v1.UNKNOWN
AQUCUM_clean.cif	Ni.YXUXCIBWQAOXRL.MOFkey-v1.UNKNOWN
AQUDAS_clean.cif	Cu.NIPZZXUFJPQHNH.MOFkey-v1.UNKNOWN
AQUDAT_clean.cif	Cu.OGNCVVRIKNGJHQ.YQWVQLHKGNXIPA.MOFkey-v1.UNKNOWN
AQUDEX_clean.cif	Cu.OGNCVVRIKNGJHQ.YQWVQLHKGNXIPA.MOFkey-v1.UNKNOWN
AQUDIB_clean.cif	Ni.YXUXCIBWQAOXRL.MOFkey-v1.UNKNOWN
AQUDOH_clean.cif	Cu.OGNCVVRIKNGJHQ.YQWVQLHKGNXIPA.MOFkey-v1.UNKNOWN
AQUKII_clean.cif	Mn.CVJYQEUMYJIICH.MOFkey-v1.UNKNOWN
ARADEE_clean.cif	Cd.BJFLSHMHTPAZHO.QMKYBPDZANOJGF.MOFkey-v1.ant
ARAFEF_clean.cif	Cu.DPRUGZYRIBOPAO.MOFkey-v1.lim
ARAFIJ_clean.cif	Cu.DPRUGZYRIBOPAO.MOFkey-v1.lim
ARAFOP_clean.cif	Cu.DPRUGZYRIBOPAO.MOFkey-v1.lim
ARAGOR_clean.cif	CaCu.YCGAZNXXGKTASZ.MOFkey-v1.UNKNOWN
ARAHIM01_clean.cif	NiNb.KYQCOXFCLRTKLS.MOFkey-v1.bcu
ARAHIM02_clean.cif	NiNb.KYQCOXFCLRTKLS.MOFkey-v1.ERROR
ARAHIM_clean.cif	NiNb.KYQCOXFCLRTKLS.MOFkey-v1.bcu
ARAJEK_clean.cif	Cu.RAYMXZBXQCGRGX.MOFkey-v1.dia
ARAJIO_clean.cif	Co.RAYMXZBXQCGRGX.MOFkey-v1.dia
ARAJOU_clean.cif	Ni.RAYMXZBXQCGRGX.MOFkey-v1.dia
ARAKAH_clean.cif	Zn.RAYMXZBXQCGRGX.MOFkey-v1.dia
ARIBOS_clean.cif	Cd.KHZYMPDILLAIQY.MGFJDEHFNMWYBD.MOFkey-v1.pcu
ARIDIQ_clean.cif	Zn.HCMUVOYURVQHKE.MOFkey-v1.ERROR
ARINOF_clean.cif	Cu.XLLIUDMGQNPRJS.MOFkey-v1.dia
ARINUL_clean.cif	Cu.QGDUKGFWPHUSJX.MOFkey-v1.dia
AROFAP_clean.cif	Cd.FQBOIKZICWAJBY.MOFkey-v1.UNKNOWN
AROFET_clean.cif	Cd.FQBOIKZICWAJBY.MOFkey-v1.UNKNOWN
AROQAB_clean.cif	NA.MISSING_LINKERS.MOFkey-v1
ARUCOH01_clean.cif	Co.KKEYFWRCBNTPAC.ZKRWYZKVEBQQAY.MOFkey-v1.pcu
ARUCUN_clean.cif	Co.KKEYFWRCBNTPAC.MGVPYNDFEMTFNJ.MOFkey-v1.hxl
ARUDAU_clean.cif	Co.KKEYFWRCBNTPAC.MGVPYNDFEMTFNJ.MOFkey-v1.hxl
ARUJED_clean.cif	Mn.DUAJIKVIRGATIW.YSMLQIKYNWOSNW.MOFkey-v1.UNKNOWN
ARUYES_clean.cif	NaBi.KKEYFWRCBNTPAC.MOFkey-v1.UNKNOWN
ASACON_clean.cif	Zn.GCAIEATUVJFSMC.MOFkey-v1.UNKNOWN
ASADAA_clean.cif	Cd.GCAIEATUVJFSMC.MWVTWFVJZLCBMC.MOFkey-v1.ERROR
ASAHEJ_clean.cif	U.HENCHDCLZDQGIQ.MOFkey-v1.UNKNOWN
ASAJOU_clean.cif	Ni.HKOAFLAGUQUJQG.MWVTWFVJZLCBMC.ZPAKUZKMGJJMAA.MOFkey-v1.fsc
ASALAH_clean.cif	Zn.VTCGJHZZPVJRBX.MOFkey-v1.srs
ASALIP_clean.cif	Zn.QOTCEJINJFHMLO.MOFkey-v1.ERROR
ASALOV_clean.cif	Cd.QFHZMUCVLAEOFE.QOTCEJINJFHMLO.MOFkey-v1.sql
ASAMUE_clean.cif	Th.HENCHDCLZDQGIQ.MOFkey-v1.bcu
ASANAL_clean.cif	Cd.PAVQGHWQOQZQEH.PVAQSGXNQUFOMY.MOFkey-v1.hcb
ASECUY_clean.cif	NaU.AFYNADDZULBEJA.MOFkey-v1.pcu
ASEJOZ01_clean.cif	Cd.YKIVHHSXLQRUFS.MOFkey-v1.UNKNOWN
ASEJOZ_clean.cif	Cd.YKIVHHSXLQRUFS.MOFkey-v1.UNKNOWN
ASEKAM_clean.cif	Cd.YKIVHHSXLQRUFS.MOFkey-v1.UNKNOWN
ASEYII_clean.cif	Zn.MGFJDEHFNMWYBD.MOFkey-v1.ERROR
ASINAT_clean.cif	Zn.HBXLKHXFCBAVDO.NWYGETXZXGDGKD.MOFkey-v1.ERROR
ASINEX_clean.cif	Zn.HBXLKHXFCBAVDO.NWYGETXZXGDGKD.MOFkey-v1.ERROR
ASINIB_clean.cif	Cu.HBXLKHXFCBAVDO.NWYGETXZXGDGKD.MOFkey-v1.ERROR
ASIQEA_clean.cif	Cu.YVDHOUKRHSCBOE.MOFkey-v1.lvt
ASIQIE_clean.cif	Cu.YVDHOUKRHSCBOE.MOFkey-v1.lvt
ASIRAX_clean.cif	Dy.SFUDYIPNGNBBTB.YJMOGAFBIKPZSU.MOFkey-v1.ERROR
ASIREB_clean.cif	Dy.HADDALMXUGMPQS.YJMOGAFBIKPZSU.MOFkey-v1.ERROR
ASIRUR_clean.cif	Mn.DJAKWWGGZZAMCK.MOFkey-v1.UNKNOWN
ASIVAB_clean.cif	Cu.RZDJXXKOFZKPMZ.MOFkey-v1.fmj
ASIVEF_clean.cif	Cu.KYQCOXFCLRTKLS.RZDJXXKOFZKPMZ.MOFkey-v1.UNKNOWN
ASOHUL_clean.cif	V.RHFSRTQXETUEBB.MOFkey-v1.rna
ASOSUY_clean.cif	Cu.YMTLFPUKTSJFBJ.MOFkey-v1.ssa
ASOVEL_clean.cif	Ca.IPIFPGMOTKZWTQ.MOFkey-v1.lim
ASOYOY_clean.cif	Cd.GWZCCUDJHOGOSO.QAPWMCQWTGBLSM.MOFkey-v1.UNKNOWN
ASUBIB_clean.cif	Eu.MXBBZODCMBYDCL.MOFkey-v1.sql
ASUJAB_clean.cif	NA.MISSING_LINKERS.MOFkey-v1
ASUJIJ_clean.cif	Zn.CYIDZMCFTVVTJO.UXXHVNKZVXEQSD.MOFkey-v1.UNKNOWN
ASUKEE01_clean.cif	Cu.MWVTWFVJZLCBMC.MOFkey-v1.ths
ASUKEE_clean.cif	Cu.MWVTWFVJZLCBMC.MOFkey-v1.ths
ASUWUI_clean.cif	Zn.PEUPUKDBCPLDIH.VFLSZZOUUGUMJV.MOFkey-v1.UNKNOWN
ATAFIK_clean.cif	Zn.CYIDZMCFTVVTJO.MOFkey-v1.UNKNOWN
ATAYAX_clean.cif	Zn.YLJQQXGYQSQRMU.MOFkey-v1.ssa
ATAYEB_clean.cif	Cu.YOEYIVOASZYLNL.MOFkey-v1.ssa
ATEJOA_clean.cif	Gd.YEMXQOHWDGEZHY.MOFkey-v1.UNKNOWN
ATEXII_clean.cif	
ATEYED_clean.cif	Co.NKUFFYFOBGGDTP.MOFkey-v1.cds
ATEYOP_clean.cif	Gd.OMMYHUPHWRFAPM.MOFkey-v1.UNKNOWN
ATEYUV_clean.cif	Ho.OMMYHUPHWRFAPM.MOFkey-v1.UNKNOWN
ATEZAC_clean.cif	Er.OMMYHUPHWRFAPM.MOFkey-v1.flu
ATEZEG_clean.cif	Yb.RKKDNRIDLCLEBZ.MOFkey-v1.ant
ATEZIK_clean.cif	Lu.RKKDNRIDLCLEBZ.MOFkey-v1.ant
ATIBAG_clean.cif	Mn.BDAGIHXWWSANSR.MOFkey-v1.met
ATIBIO_clean.cif	Mn.MBIFHZVZZZIBQO.SSODQXRGMVULMF.MOFkey-v1.met
ATIBOU01_clean.cif	Mn.BDAGIHXWWSANSR.MOFkey-v1.met
ATIBOU02_clean.cif	Mn.BDAGIHXWWSANSR.MOFkey-v1.met
ATIBOU_clean.cif	Mn.BDAGIHXWWSANSR.MOFkey-v1.met
ATIBUA_clean.cif	Mn.BDAGIHXWWSANSR.MOFkey-v1.met
ATICAH_clean.cif	Mn.BDAGIHXWWSANSR.MOFkey-v1.met
ATICEL_clean.cif	Mn.BDAGIHXWWSANSR.MOFkey-v1.met
ATIJUJ_manual.cif	Co.NRZYXXROBYSCBN.MOFkey-v1.UNKNOWN
ATIRUS_clean.cif	Tb.DRQBAJRMFBIZMF.MPFLRYZEEAQMLQ.MOFkey-v1.ERROR
ATIXAE_clean.cif	Tb.MSFXUHUYNSYIDR.MOFkey-v1.ths
ATIXUX_clean.cif	Cd.UITKHKNFVCYWNG.MOFkey-v1.UNKNOWN
ATOBIW_clean.cif	Zn.RCULXUVDZWMPAS.WVDRSXGPQWNUBN.MOFkey-v1.cds
ATOBOC_clean.cif	Cd.RCULXUVDZWMPAS.WVDRSXGPQWNUBN.MOFkey-v1.UNKNOWN
ATOTIM_clean.cif	V.KKEYFWRCBNTPAC.MOFkey-v1.UNKNOWN
ATOWIQ_clean.cif	Zn.KKEYFWRCBNTPAC.NXINUZPZKPPQJV.MOFkey-v1.ERROR
ATOWOW_clean.cif	Zn.KKEYFWRCBNTPAC.NXINUZPZKPPQJV.MOFkey-v1.ERROR
ATOXAJ_clean.cif	Zn.KKEYFWRCBNTPAC.MOFkey-v1.sql
ATOXEN_clean.cif	Zn.JNMUQURIAOKWTB.KKEYFWRCBNTPAC.MOFkey-v1.pcu
ATULIM_clean.cif	Zn.UUNYOBKNCONXJZ.MOFkey-v1.sql
ATURIS_clean.cif	In.YTTBBSGJDLKVOK.MOFkey-v1.unc
ATUXIY_clean.cif	Eu.OGUIFUSXHAAKGR.XHQKASGOOUPDQN.MOFkey-v1.tfz-d
ATUXOE_clean.cif	KEu.OGUIFUSXHAAKGR.MOFkey-v1.UNKNOWN
ATUXUK_clean.cif	KTb.OGUIFUSXHAAKGR.MOFkey-v1.UNKNOWN
ATUYAR_clean.cif	KGd.OGUIFUSXHAAKGR.MOFkey-v1.UNKNOWN
ATUZEW_clean.cif	Cu.GZJYHAYPVZNUJX.MOFkey-v1.kgm
AVAGIP_clean.cif	Ag.RQKWANKKNIGGSY.MOFkey-v1.lvt-a
AVAGOV_clean.cif	Ag.RQKWANKKNIGGSY.MOFkey-v1.lvt-a
AVAGUB_clean.cif	Ag.RQKWANKKNIGGSY.MOFkey-v1.lvt-a
AVAJUE_clean.cif	Cu.NWYGETXZXGDGKD.MOFkey-v1.tbo
AVAKAL_clean.cif	Cu.NWYGETXZXGDGKD.MOFkey-v1.pto
AVAKEP_clean.cif	Cu.SIAOYASOAJRDGY.MOFkey-v1.pto
AVAKIT_clean.cif	Cu.KRGVLONEROPMOQ.NWYGETXZXGDGKD.WJMUASUFLVYYAC.MOFkey-v1.ith-d
AVAKOZ_clean.cif	Cu.SIAOYASOAJRDGY.WNWVPCWZXDHDIL.MOFkey-v1.ith-d
AVALEO_clean.cif	Gd.SOUJYUTZZAWCOV.MOFkey-v1.pts
AVAQIX01_clean.cif	Cd.TWBYWOBDOCUKOW.MOFkey-v1.dia
AVAQIX_clean.cif	Cd.TWBYWOBDOCUKOW.MOFkey-v1.dia
AVEHAM_clean.cif	Cu.CTTCNCPHKDSWGJ.YXEKMCOVNMMJIU.MOFkey-v1.pcu
AVELOD_clean.cif	Cu.MGFJDEHFNMWYBD.QDOJEILYLQFPQE.MOFkey-v1.tsi
AVELUJ_clean.cif	Ni.MGFJDEHFNMWYBD.QDOJEILYLQFPQE.MOFkey-v1.tsi
AVEMAQ_clean.cif	Ni.MGFJDEHFNMWYBD.QDOJEILYLQFPQE.MOFkey-v1.tsi
AVEMEU_clean.cif	Sr.QMKYBPDZANOJGF.XKJRYIVSCOBHBJ.MOFkey-v1.UNKNOWN
AVEQID_clean.cif	Zn.RVAKMLRHVWNDGR.MOFkey-v1.UNKNOWN
AVEROJ_clean.cif	Cd.PEUPUKDBCPLDIH.MOFkey-v1.ERROR
AVERUP_clean.cif	Cd.PEUPUKDBCPLDIH.MOFkey-v1.ERROR
AVESAW_clean.cif	Cd.PEUPUKDBCPLDIH.MOFkey-v1.UNKNOWN
AVESOL_clean.cif	Zn.LNRIQVXDSPXAHX.MOFkey-v1.vbk
AVESUR_clean.cif	Cd.LNRIQVXDSPXAHX.MOFkey-v1.UNKNOWN
AVETAY_clean.cif	Zn.DPCGIIXULBQIEN.MOFkey-v1.UNKNOWN
AVETEC_clean.cif	Cd.UTXQTYJLMWNSEM.MOFkey-v1.UNKNOWN
AVETOM_clean.cif	Ni.MWVTWFVJZLCBMC.RUCXYOOZSXYGIL.MOFkey-v1.ERROR
AVEVEE_clean.cif	Cd.RUCXYOOZSXYGIL.MOFkey-v1.ERROR
AVIHIY_clean.cif	Ho.QMKYBPDZANOJGF.MOFkey-v1.rnb
AVIHOE_clean.cif	Tm.QMKYBPDZANOJGF.MOFkey-v1.rnb
AVILEY_clean.cif	Hf.AXPRUEMYFKOYJN.MOFkey-v1.she
AVIMIC_clean.cif	Zn.PIDBTEHSRNNXGY.MOFkey-v1.tfj
AVIMOI_clean.cif	Zn.PIDBTEHSRNNXGY.MOFkey-v1.sql
AVIMUO_clean.cif	Mn.PIDBTEHSRNNXGY.MOFkey-v1.UNKNOWN
AVIPAX_clean.cif	Mg.MPFLRYZEEAQMLQ.MOFkey-v1.ERROR
AVIPOL_clean.cif	Mg.MPFLRYZEEAQMLQ.MOFkey-v1.bcu
AVITUU_clean.cif	Cu.USWLOKMMUTWFMD.MOFkey-v1.pts
AVIVAC_clean.cif	Ag.USWLOKMMUTWFMD.MOFkey-v1.pts
AVIVEG_clean.cif	Ag.USWLOKMMUTWFMD.MOFkey-v1.pts
AVIVIK_clean.cif	Ag.USWLOKMMUTWFMD.MOFkey-v1.pts
AVIVOQ_clean.cif	Ag.USWLOKMMUTWFMD.MOFkey-v1.pts
AVIVUW_clean.cif	Ag.USWLOKMMUTWFMD.MOFkey-v1.pts
AVOSIO_charged.cif	
AVUBUP_clean.cif	CoW.CZPWVGJYEJSRLH.JEVCWSUVFOYBFI.JMANVNJQNLATNU.MOFkey-v1.UNKNOWN
AVUCEA_clean.cif	Co.QMKYBPDZANOJGF.MOFkey-v1.ERROR
AVUDAX_clean.cif	Cu.KDQLKUSBZUHGBS.MOFkey-v1.UNKNOWN
AVUHIJ_clean.cif	Co.FRXUKLVVIFSLNO.QMKYBPDZANOJGF.MOFkey-v1.hcb
AVUJIL_clean.cif	Pr.MUBZPKHOEPUJKR.YCGAZNXXGKTASZ.MOFkey-v1.ERROR
AVUPIR_SL.cif	Zr.AZZXBMANZXNXRI.QBAUCYLSRRBICY.MOFkey-v1.UNKNOWN
AWAGEL_clean.cif	Cd.XXDCQSZBEIDWSY.MOFkey-v1.ths
AWAGOV_clean.cif	Ni.KKEYFWRCBNTPAC.XXDCQSZBEIDWSY.MOFkey-v1.dmc
AWAHAI_clean.cif	MnU.NANFHGHSUCGYKT.MOFkey-v1.ERROR
AWAHEM_clean.cif	MnU.NANFHGHSUCGYKT.MOFkey-v1.UNKNOWN
AWAJIT_clean.cif	Zn.OTPHKFZNHRRWOG.PSVSZBOMJGAVRS.WIOZZYWDYUOMAY.MOFkey-v1.UNKNOWN
AWAKEQ_clean.cif	Cd.CTTCNCPHKDSWGJ.XZUVKOCSRJSMOF.MOFkey-v1.cds
AWAREV_clean.cif	Zn.HPSLFUDXWSWXGC.MOFkey-v1.ERROR
AWARIZ_clean.cif	Zn.HPSLFUDXWSWXGC.MOFkey-v1.ERROR
AWASAU_clean.cif	CuPr.TWBYWOBDOCUKOW.MOFkey-v1.UNKNOWN
AWASEY_clean.cif	KCuPr.TWBYWOBDOCUKOW.MOFkey-v1.ERROR
AWASOI_clean.cif	CuPr.TWBYWOBDOCUKOW.MOFkey-v1.UNKNOWN
AWAWUR_clean.cif	Co.CBMYFVSIIYILRH.QMKYBPDZANOJGF.MOFkey-v1.UNKNOWN
AWEBIO_charged.cif	U.BDJRBEYXGGNYIS.MSBXTPRURXJCPF.MOFkey-v1.mab
AWEDOW_charged.cif	Zn.OFOBLEOULBTSOW.XXDCQSZBEIDWSY.MOFkey-v1.UNKNOWN
AWEDUC_charged.cif	Zn.JFCQEDHGNNZCLN.XXDCQSZBEIDWSY.MOFkey-v1.UNKNOWN
AWEGEP_clean.cif	CsU.ALNHMJKNWZKRKL.MOFkey-v1.UNKNOWN
AWEJIW_clean.cif	Cd.NSCIYASAEQYMAT.MOFkey-v1.UNKNOWN
AWENAT_clean.cif	Cu.YELJEWLOFFBGLG.MOFkey-v1.UNKNOWN
AWEVIJ_clean.cif	Zn.HAUPWPTTXOSGQA.XUIZWMDMQFGFEN.MOFkey-v1.lvt-a
AWEWOP_clean.cif	Cu.GZJYHAYPVZNUJX.WPNQLRHQPSJNDY.MOFkey-v1.kgm
AWEXOR_clean.cif	Zn.SNQJBANMJKUVHW.WVDRSXGPQWNUBN.MOFkey-v1.pcu
AWEXUX_clean.cif	Zn.VFVBSQVONILYDC.WVDRSXGPQWNUBN.MOFkey-v1.pcu
AWEYAE_clean.cif	Zn.FTDJXOWONBYMLL.WVDRSXGPQWNUBN.MOFkey-v1.pcu
AWEZOS01_clean.cif	Cu.IADLBZLQTIUDHD.MOFkey-v1.UNKNOWN
AWEZOS_clean.cif	Cu.IADLBZLQTIUDHD.MOFkey-v1.UNKNOWN
AWIBAK_clean.cif	Cu.IADLBZLQTIUDHD.MOFkey-v1.UNKNOWN
AWIBAL_clean.cif	Lu.WIOZZYWDYUOMAY.MOFkey-v1.pcu
AWIBEO_clean.cif	Cu.IADLBZLQTIUDHD.MOFkey-v1.UNKNOWN
AWIBIS_clean.cif	Cu.IADLBZLQTIUDHD.MOFkey-v1.UNKNOWN
AWOFOI_clean.cif	Ce.QMKYBPDZANOJGF.MOFkey-v1.rtl
AWOHIF_clean.cif	Ag.VKYKSIONXSXAKP.MOFkey-v1.ERROR
AWOKED_clean.cif	AgSm.SSODQXRGMVULMF.TWBYWOBDOCUKOW.MOFkey-v1.ERROR
AWUNOX_clean.cif	In.LLRIMGLIPWVMOS.MOFkey-v1.flu
AWUNUD_clean.cif	In.QGCDWCXDUXBPOF.MOFkey-v1.flu
AWUPAL_clean.cif	In.PHYGFNFWHKYVDZ.MOFkey-v1.flu
AWUPOZ_clean.cif	In.PAAXISAVOOLOAO.ZBZFBPLQOCBFGM.MOFkey-v1.flu
AWUVIZ_clean.cif	Zn.KKEYFWRCBNTPAC.MOFkey-v1.sql
AXAQAT_clean.cif	FeAg.JEVCWSUVFOYBFI.KYQCOXFCLRTKLS.MOFkey-v1.ERROR
AXAWUT_clean.cif	Ce.OFOBLEOULBTSOW.MOFkey-v1.ERROR
AXICOB_clean.cif	Cu.MOPDOCYNGOJBSC.MOFkey-v1.bey
AXIGAR_clean.cif	Co.YWUXJYYVWPYGLA.MOFkey-v1.ths
AXIMUP_clean.cif	La.PZQQPQTYRCAABP.MOFkey-v1.UNKNOWN
AXINAX01_clean.cif	Co.SATWKVZGMWCXOJ.MOFkey-v1.UNKNOWN
AXINAX_clean.cif	
AXINEA_clean.cif	La.PZQQPQTYRCAABP.QCWTWMJMLSKQCJ.MOFkey-v1.ERROR
AXINIF_clean.cif	Co.SATWKVZGMWCXOJ.MOFkey-v1.sit
AXIPEE01_clean.cif	FeAu.DEZYXXNTIANXSZ.JEVCWSUVFOYBFI.MOFkey-v1.ERROR
AXIPEE02_clean.cif	FeAu.DEZYXXNTIANXSZ.JEVCWSUVFOYBFI.MOFkey-v1.fsc
AXIPEE03_clean.cif	FeAu.DEZYXXNTIANXSZ.JEVCWSUVFOYBFI.MOFkey-v1.ERROR
AXIPEE_clean.cif	FeAu.DEZYXXNTIANXSZ.JEVCWSUVFOYBFI.MOFkey-v1.fsc
AXOCAT_clean.cif	Cs.QSRLTMXRZGYMFT.MOFkey-v1.UNKNOWN
AXOCEW_clean.cif	Zn.PHQYMDAUTAXXFZ.MOFkey-v1.sql
AXOHIE_clean.cif	Cd.MWVTWFVJZLCBMC.NEQFBGHQPUXOFH.MOFkey-v1.bnn
AXUBAW_manual.cif	Zn.NEOZDUDLYDUOTE.MOFkey-v1.pcu
AXUBOL_clean.cif	Ni.KKEYFWRCBNTPAC.TWBYWOBDOCUKOW.MOFkey-v1.ncb
AXUDII04_clean.cif	NA.MISSING_LINKERS.MOFkey-v1
AXUHAD_clean.cif	Co.AZRWJDNDMDYHGN.MWVTWFVJZLCBMC.MOFkey-v1.UNKNOWN
AXUHEH_clean.cif	
AXUHIL_clean.cif	Cd.AZRWJDNDMDYHGN.NAQMVNRVTILPCV.MOFkey-v1.UNKNOWN
AXUJOT_clean.cif	KCoW.LLTSVDLXTAWTOM.OFDIYOOIZZQJQF.MOFkey-v1.ERROR
AXUKUB_clean.cif	Cd.PNXRUBZUASULQS.MOFkey-v1.eea
AXULAI_clean.cif	Cd.PNXRUBZUASULQS.MOFkey-v1.UNKNOWN
AXULEM_clean.cif	Cd.PNXRUBZUASULQS.MOFkey-v1.UNKNOWN
AYAWEE_clean.cif	Mn.DRQBAJRMFBIZMF.FWCAOVHHIHUHLD.MOFkey-v1.UNKNOWN
AYONOT_clean.cif	Cu.BDAGIHXWWSANSR.MOFkey-v1.ERROR
AYOQEM_clean.cif	Cu.OYJYITDWCXDYQZ.MOFkey-v1.tbo
AYOXUJ_clean.cif	Co.DQRKTVIJNCVZAX.TXXHDPDFNKHHGW.MOFkey-v1.neb
AYOYEU_clean.cif	Co.AUVSPPFSWHBKLQ.TXXHDPDFNKHHGW.MOFkey-v1.ERROR
AYOYOE_clean.cif	Ni.OOXNKQISMJMZRH.TXXHDPDFNKHHGW.MOFkey-v1.UNKNOWN
AYUJIP_clean.cif	Mn.GRVDJDISBSALJP.PPUNKMGDVCHWMI.QTBSBXVTEAMEQO.YULUETFPSJYBDG.MOFkey-v1.ERROR
AYUWUM_clean.cif	Na.FBHQJOGMYNAMKY.MOFkey-v1.ERROR
AZAFIS_clean.cif	Ca.VUTICWRXMKBOSF.MOFkey-v1.dmd
AZAVOO_clean.cif	Mg.LUIFAWBWDOLINT.MOFkey-v1.crb
AZAVUU_clean.cif	Cu.LUIFAWBWDOLINT.MOFkey-v1.htp
AZAWAB_clean.cif	Cu.LUIFAWBWDOLINT.MOFkey-v1.UNKNOWN
AZAWAZ_clean.cif	NaU.MUBZPKHOEPUJKR.MOFkey-v1.ERROR
AZEBUE_clean.cif	Ho.YCGAZNXXGKTASZ.MOFkey-v1.ERROR
AZIHOI_clean.cif	Co.JTYOCDUGAAQRCK.MOFkey-v1.ERROR
AZILEA_clean.cif	Pr.XWGFBIUSPFHQAL.MOFkey-v1.UNKNOWN
AZILEC_clean.cif	Co.TXXHDPDFNKHHGW.XUPMSLUFFIXCDA.MOFkey-v1.pcu
AZIMIH_clean.cif	Zn.CYIDZMCFTVVTJO.MOFkey-v1.UNKNOWN
AZIVAI_clean.cif	Cu.YBDZAKHBFZGQBB.MOFkey-v1.cds
AZIXUD_clean.cif	Zn.QXHHVVLSXUUCGD.MOFkey-v1.sra
AZOBUN_clean.cif	CoGd.POMFMMSRVMERFN.MOFkey-v1.UNKNOWN
AZOHEC_clean.cif	Zn.JHCKFLBAQNHWFD.MWVTWFVJZLCBMC.MOFkey-v1.UNKNOWN
BABREE_clean.cif	Cu.GZJYHAYPVZNUJX.ICEVFQOZZHEGNM.QNVNLUSHGRBCLO.MOFkey-v1.UNKNOWN
BABRII_clean.cif	Zn.QZRRYIUPHQRTJO.SATWKVZGMWCXOJ.MOFkey-v1.UNKNOWN
BACGAQ_clean.cif	Cd.GDYYIJNDPMFMTB.WMGPCQXEYQNDLE.MOFkey-v1.ERROR
BACMOH10_clean.cif	Cu.CKLJMWTZIZZHCS.MOFkey-v1.UNKNOWN
BACMOH_clean.cif	Cu.CCQYNAPHWCERJO.MOFkey-v1.UNKNOWN
BADHIA_clean.cif	Sc.KKEYFWRCBNTPAC.MOFkey-v1.UNKNOWN
BADHOG_clean.cif	Sc.KKEYFWRCBNTPAC.MOFkey-v1.UNKNOWN
BADHUM01_clean.cif	Sc.KKEYFWRCBNTPAC.MOFkey-v1.UNKNOWN
BADHUM_clean.cif	Sc.KKEYFWRCBNTPAC.MOFkey-v1.UNKNOWN
BADJAU_clean.cif	Sc.KKEYFWRCBNTPAC.MOFkey-v1.UNKNOWN
BADJIC_clean.cif	Sc.KKEYFWRCBNTPAC.SSODQXRGMVULMF.MOFkey-v1.UNKNOWN
BADXAI_clean.cif	Tb.FIZSBMQTGQKICD.IIOLEWRVDYKXAN.MOFkey-v1.ttp
BADXUC_clean.cif	Tb.ABMJZZKYQWIIFX.MOFkey-v1.UNKNOWN
BADYAJ_clean.cif	Tb.ABMJZZKYQWIIFX.MOFkey-v1.UNKNOWN
BADZAK_clean.cif	Zn.KKEYFWRCBNTPAC.MOFkey-v1.bcg
BAEDTA01_clean.cif	Ba.KCXVZYZYPLLWCC.MOFkey-v1.UNKNOWN
BAFCAP_clean.cif	Zn.WKRJLDRCIGULJS.MOFkey-v1.kgd
BAFHAU_clean.cif	Cu.IJGRMHOSHXDMSA.LBVWYGNGGJURHQ.MOFkey-v1.tzs
BAFKUR_clean.cif	Co.GJAWHXHKYYXBSV.JWPDUQLIPMJLOF.MOFkey-v1.UNKNOWN
BAHGUN01_clean.cif	Cu.TWBYWOBDOCUKOW.MOFkey-v1.ERROR
