filename	mofkey
NIXFUX_clean.cif	Cd.QYOAJLGYNYGNLU.MOFkey-v1.dia
NIXGIM_clean.cif	Cd.DJDIVMJYCMSGSC.ZDBBOVIXGPIMJC.MOFkey-v1.dia
NIXKIQ_clean.cif	Zn.OBXYTXDZYVVQSQ.MOFkey-v1.sql
NIXPOA_clean.cif	Ag.OFNXHINRTQFOKX.WTVXIBRMWGUIMI.MOFkey-v1.ERROR
NIYJAI_clean.cif	Cd.JEQRPFMVNJRTCR.MOFkey-v1.pts
NIYZIG_clean.cif	Zn.HINHOAXLSUHLCR.MOFkey-v1.kgd
NIYZOM_clean.cif	
NIZNAN_clean.cif	Tb.POXCFYYCPCKGOE.MOFkey-v1.tsa
NIZZAY_clean.cif	Zn.CBMYFVSIIYILRH.MOFkey-v1.srs
NIZZEC_clean.cif	Zn.CBMYFVSIIYILRH.MOFkey-v1.srs
NIZZIG_clean.cif	Zn.CBMYFVSIIYILRH.MOFkey-v1.srs
NIZZOM_clean.cif	Zn.CBMYFVSIIYILRH.MOFkey-v1.srs
NOBVOR_clean.cif	Co.MWVTWFVJZLCBMC.UXXBFWLYHCBTHD.MOFkey-v1.UNKNOWN
NOBWEI_clean.cif	NA.MISSING_LINKERS.MOFkey-v1
NOBWUY_clean.cif	NA.MISSING_LINKERS.MOFkey-v1
NOCKOG_clean.cif	Mg.KKEYFWRCBNTPAC.MOFkey-v1.UNKNOWN
NOCKUM_clean.cif	Ca.KKEYFWRCBNTPAC.MOFkey-v1.UNKNOWN
NOCLOH01_clean.cif	Sr.KKEYFWRCBNTPAC.MOFkey-v1.UNKNOWN
NOCLOH02_clean.cif	Sr.KKEYFWRCBNTPAC.MOFkey-v1.UNKNOWN
NOCLOH03_clean.cif	Sr.KKEYFWRCBNTPAC.MOFkey-v1.UNKNOWN
NOCLOH_clean.cif	Sr.KKEYFWRCBNTPAC.MOFkey-v1.UNKNOWN
NOCLUN_clean.cif	Sr.KKEYFWRCBNTPAC.MOFkey-v1.ERROR
NOCYUB_clean.cif	ZnSr.GJAWHXHKYYXBSV.MOFkey-v1.ERROR
NOCZAI_clean.cif	NiSr.GJAWHXHKYYXBSV.MOFkey-v1.ERROR
NODKAT_clean.cif	In.LSPHULWDVZXLIL.MOFkey-v1.dia
NODKEX_clean.cif	In.OSSHNRMYLGVZHW.MOFkey-v1.ERROR
NODKIB_clean.cif	In.LSPHULWDVZXLIL.RNKTYDCAJLYXSN.MOFkey-v1.ths
NODKOH_clean.cif	In.ITFLQRMGCFETNV.QXTFNRYFOYLSJV.MOFkey-v1.ths
NODKUN_clean.cif	In.WVDRSXGPQWNUBN.MOFkey-v1.cds
NODTEH_manual.cif	Zn.KKEYFWRCBNTPAC.MOFkey-v1.pcu
NODTIL_manual.cif	Zn.KKEYFWRCBNTPAC.MOFkey-v1.pcu
NODTOR_manual.cif	Zn.KKEYFWRCBNTPAC.MOFkey-v1.pcu
NOFDUI_clean.cif	Co.LSPHULWDVZXLIL.QTBSBXVTEAMEQO.MOFkey-v1.ERROR
NOFHOG_clean.cif	Eu.ARBAMECCCQZCSR.MOFkey-v1.mab
NOFHUM_clean.cif	Zn.ARBAMECCCQZCSR.MOFkey-v1.sql
NOFMIG01_clean.cif	Cd.CUICLYIFEQGVIJ.MOFkey-v1.UNKNOWN
NOFMIG_clean.cif	Cd.CUICLYIFEQGVIJ.MOFkey-v1.UNKNOWN
NOFPUT_clean.cif	NaBi.VKQOLXHQLDGABY.MOFkey-v1.UNKNOWN
NOFQAB_clean.cif	Zn.CUPQEZWTKVXMFR.FAWXYDRPLOMRBT.UCZTVXUYACUVFJ.ZCLFLHUPZJYKHE.MOFkey-v1.UNKNOWN
NOFQEG_clean.cif	Cu.FKRWEUURBIKKBQ.MOFkey-v1.ERROR
NOFQII_clean.cif	LaEu.QEVGZEDELICMKH.MOFkey-v1.UNKNOWN
NOFQIK_clean.cif	Cu.FKRWEUURBIKKBQ.MOFkey-v1.ERROR
NOFQOQ_clean.cif	Cu.FKRWEUURBIKKBQ.MOFkey-v1.ERROR
NOFRAC_clean.cif	Pb.YIUBHZAOTFWSDH.MOFkey-v1.hcb
NOFRIK_clean.cif	Tb.IOVHZPHTIFCKAC.SSODQXRGMVULMF.MOFkey-v1.ERROR
NOHFOG_clean.cif	Er.OLAPPGSPBNVTRF.MOFkey-v1.UNKNOWN
NOHHID_clean.cif	Cu.BIVFCPOLFAIQBQ.MOFkey-v1.UNKNOWN
NOHKIG_clean.cif	NaTb.RTHVZRHBNXZKKB.MOFkey-v1.ERROR
NOHKOM_clean.cif	NaGd.RTHVZRHBNXZKKB.MOFkey-v1.ERROR
NOHKUS_clean.cif	NaEu.RTHVZRHBNXZKKB.MOFkey-v1.ERROR
NOHLAZ_clean.cif	NaSm.RTHVZRHBNXZKKB.MOFkey-v1.ERROR
NOHLED_clean.cif	NaCe.RTHVZRHBNXZKKB.MOFkey-v1.ERROR
NOHQEI_clean.cif	In.MSFXUHUYNSYIDR.MWXADHQZQMXURK.PLVNFNOUWUJECX.MOFkey-v1.UNKNOWN
NOHSUA_clean.cif	Ca.SATWKVZGMWCXOJ.MOFkey-v1.ERROR
NOJBOF_clean.cif	
NOJMOP_clean.cif	Cu.JEVCWSUVFOYBFI.LBVWYGNGGJURHQ.XHSKHXOSUSLYJD.MOFkey-v1.sur
NOKLIJ_clean.cif	Ni.YXUXCIBWQAOXRL.MOFkey-v1.UNKNOWN
NOKPEJ_clean.cif	Cd.JFCQEDHGNNZCLN.PEUPUKDBCPLDIH.MOFkey-v1.ERROR
NOLQUA_clean.cif	Mn.PWNGZKUUMPZEQC.MOFkey-v1.pcu
NOLRIR_clean.cif	Cd.AKCOXFGRLZSRRR.MOFkey-v1.UNKNOWN
NOMKUX_clean.cif	Ag.KYQCOXFCLRTKLS.MOFkey-v1.ths
NOMPOW_clean.cif	Co.GIPLVBZZCWKOSF.NAHCDCCKLFXYIF.MOFkey-v1.ERROR
NOMQAJ01_clean.cif	Zn.NAHCDCCKLFXYIF.MOFkey-v1.UNKNOWN
NOPJOT_clean.cif	Mn.XIFOTMQYGCBQDI.MOFkey-v1.UNKNOWN
NOPJUZ01_clean.cif	Ni.MWVTWFVJZLCBMC.OQHBPEZKDSWIIE.MOFkey-v1.cdz
NOPJUZ_clean.cif	Ni.MWVTWFVJZLCBMC.OQHBPEZKDSWIIE.MOFkey-v1.cdz
NOQGIL_clean.cif	Zn.JYZIHLWOWKMNNX.NNYYTBHVZWWLQO.TYMOZADWWQAIQB.MOFkey-v1.gis
NOQKOV_clean.cif	Co.MAWKLXRVKVOYLR.WQCVMVXXCVLMAN.MOFkey-v1.UNKNOWN
NOQKUB_clean.cif	Co.RERPRBPQDPHWCZ.WQCVMVXXCVLMAN.MOFkey-v1.UNKNOWN
NOQLOV01_charged.cif	In.MUBZPKHOEPUJKR.MOFkey-v1.ERROR
NOQLOV_charged.cif	In.MUBZPKHOEPUJKR.MOFkey-v1.ERROR
NOQNOY_clean.cif	CaCe.WJJMNDUMQPNECX.MOFkey-v1.ERROR
NOQPAM_clean.cif	BaCe.WJJMNDUMQPNECX.YPJKMVATUPSWOH.MOFkey-v1.ERROR
NORBUT_clean.cif	Ba.HDCRAYUWDKDCEI.MOFkey-v1.ERROR
NORGOS_clean.cif	Ba.OBJLKCCEVLOKSZ.MOFkey-v1.ERROR
NORJEL_clean.cif	Cd.MGFJDEHFNMWYBD.WLJNZVDCPSBLRP.MOFkey-v1.UNKNOWN
NORPIV_clean.cif	Zn.PEUPUKDBCPLDIH.MOFkey-v1.UNKNOWN
NOSHEK_clean.cif	U.LQOGLQIUQFPJOT.MOFkey-v1.gwg
NOSHIO_clean.cif	U.LQOGLQIUQFPJOT.MOFkey-v1.gwg
NOSJIQ_charged.cif	CuDy.PVNIIMVLHYAWGP.MOFkey-v1.ERROR
NOSTUM01_clean.cif	Mg.OYFRNYNHAZOYNF.MOFkey-v1.dmd
NOSTUM_clean.cif	Mg.OYFRNYNHAZOYNF.MOFkey-v1.dmd
NOWGIR_clean.cif	Ag.GSPLVTAKPRMLKM.MOFkey-v1.ERROR
NOXMAQ_clean.cif	
NOZZOT_charged.cif	Cd.SVQPJYAUEQAOEU.MOFkey-v1.UNKNOWN
NOZZUZ_clean.cif	Cd.SVQPJYAUEQAOEU.MOFkey-v1.UNKNOWN
NUBBAP_clean.cif	Zn.QMKYBPDZANOJGF.MOFkey-v1.tfe
NUBPIL_clean.cif	Cu.ADZVGTMYBJBONV.MOFkey-v1.UNKNOWN
NUCBIY_clean.cif	Zn.XLYFOOGQZGGKGO.MOFkey-v1.dia
NUCCEV_clean.cif	Cu.XLYFOOGQZGGKGO.MOFkey-v1.lvt
NUCPEI_clean.cif	Zn.GHUCUYCSWGQLOS.MOFkey-v1.UNKNOWN
NUCPIM_clean.cif	
NUCPOS_clean.cif	NA.MISSING_LINKERS.MOFkey-v1
NUCREJ_clean.cif	
NUCYAN_clean.cif	Eu.BDAGIHXWWSANSR.MRZXYVKMVSEFLY.MOFkey-v1.rna
NUCYER_clean.cif	Gd.BDAGIHXWWSANSR.MRZXYVKMVSEFLY.MOFkey-v1.rna
NUCYIV_clean.cif	Dy.BDAGIHXWWSANSR.MRZXYVKMVSEFLY.MOFkey-v1.rna
NUDLAA_clean.cif	Zn.NEQFBGHQPUXOFH.WQDFBWOKBKMDBL.XLTORTMOVVGLEX.MOFkey-v1.UNKNOWN
NUDLAB_clean.cif	
NUDLEF_clean.cif	
NUDLIJ_clean.cif	Mg.MJIVRKPEXXHNJT.MOFkey-v1.UNKNOWN
NUDLOP01_clean.cif	Mg.MJIVRKPEXXHNJT.MOFkey-v1.UNKNOWN
NUDLOP_clean.cif	Mg.MJIVRKPEXXHNJT.MOFkey-v1.UNKNOWN
NUDMAC_clean.cif	Mg.MJIVRKPEXXHNJT.MOFkey-v1.UNKNOWN
NUDMEG_clean.cif	Mg.MJIVRKPEXXHNJT.MOFkey-v1.UNKNOWN
NUDMOQ_clean.cif	Mg.MJIVRKPEXXHNJT.MOFkey-v1.UNKNOWN
NUDMUW_clean.cif	Mg.MJIVRKPEXXHNJT.MOFkey-v1.UNKNOWN
NUDNEH_clean.cif	Mg.MJIVRKPEXXHNJT.MOFkey-v1.UNKNOWN
NUFBEX_clean.cif	Zn.WCMYVQOLWBUDDQ.MOFkey-v1.kgm
NUFBOH_clean.cif	Zn.WCMYVQOLWBUDDQ.MOFkey-v1.pts
NUFBUN_clean.cif	Zn.SSODQXRGMVULMF.WCMYVQOLWBUDDQ.MOFkey-v1.UNKNOWN
NUFCAU_clean.cif	Zn.WCMYVQOLWBUDDQ.MOFkey-v1.UNKNOWN
NUFTOY_charged.cif	In.RXOHFPCZGPKIRD.MOFkey-v1.gis
NUGRIR_clean.cif	CuW.XCGAYRKEBXJPJG.MOFkey-v1.ERROR
NUGROX_clean.cif	CuW.QAPWMCQWTGBLSM.MOFkey-v1.ERROR
NUHNUA_clean.cif	Co.XNBJJLRLOHVING.MOFkey-v1.dia
NUHPAI_clean.cif	Zn.XNBJJLRLOHVING.MOFkey-v1.dia
NUHQAK_clean.cif	Eu.LQEZHWGJSWHXPJ.MOFkey-v1.UNKNOWN
NUHQIS_clean.cif	EuTb.LQEZHWGJSWHXPJ.MOFkey-v1.UNKNOWN
NUHQOY_clean.cif	EuTb.LQEZHWGJSWHXPJ.MOFkey-v1.UNKNOWN
NUHQUE_clean.cif	EuTb.LQEZHWGJSWHXPJ.MOFkey-v1.UNKNOWN
NUHRAL_clean.cif	EuTb.LQEZHWGJSWHXPJ.MOFkey-v1.UNKNOWN
NUHZAS_clean.cif	Zn.AVCOFPOLGHKJQB.MWVTWFVJZLCBMC.NNEZBGQZTMYPLW.MOFkey-v1.UNKNOWN
NUJCEA_clean.cif	NiCd.JEVCWSUVFOYBFI.MOFkey-v1.ptt
NUJCIE_clean.cif	NiCd.JEVCWSUVFOYBFI.MOFkey-v1.ptt
NUJGEG_clean.cif	Mn.IHXGAQFZSBCOPI.MOFkey-v1.ERROR
NUJXEV_clean.cif	Cu.WQYPTNXCJBLMEP.MOFkey-v1.ERROR
NULMAJ_clean.cif	NiMo.JEVCWSUVFOYBFI.MOFkey-v1.ERROR
NUMPAO_clean.cif	Zn.DQRKTVIJNCVZAX.WYDPGABGKGGYOI.MOFkey-v1.UNKNOWN
NUNCEG_clean.cif	Li.PWZOZQNBAWBDPO.MOFkey-v1.UNKNOWN
NUNNUH_clean.cif	Ni.QMKYBPDZANOJGF.MOFkey-v1.dia
NUNPAP_clean.cif	Ni.QMKYBPDZANOJGF.MOFkey-v1.dia
NUNSIA_clean.cif	
NUNSOG_clean.cif	
NUNZUT_clean.cif	NA.MISSING_LINKERS.MOFkey-v1
NURMUJ_clean.cif	Zn.QMKYBPDZANOJGF.MOFkey-v1.sql
NUSSEA_clean.cif	
NUSXEG_clean.cif	Zr.BHHJTKBIQUSQPI.MOFkey-v1.she
NUTQAV_clean.cif	Cu.YFRIPYPPJIRELM.MOFkey-v1.nbo
NUTYEI_clean.cif	Eu.MCHYLNBWZNKPOW.MOFkey-v1.UNKNOWN
NUTYIM_clean.cif	Tb.MCHYLNBWZNKPOW.MOFkey-v1.UNKNOWN
NUVBIQ_clean.cif	NdYb.CYIDZMCFTVVTJO.MOFkey-v1.UNKNOWN
NUVWEH_clean.cif	La.QEVGZEDELICMKH.MOFkey-v1.ERROR
NUVXOT_clean.cif	Zn.UWNKDZDWUNMRII.MOFkey-v1.UNKNOWN
NUVXUZ_clean.cif	Cu.UWNKDZDWUNMRII.MOFkey-v1.UNKNOWN
NUVYAG_clean.cif	Zn.OJKSANPHFATVDZ.MOFkey-v1.pcu
NUVYEK_clean.cif	Zn.ARBAMECCCQZCSR.MOFkey-v1.pcu
NUVYIN_clean.cif	Ni.MWVTWFVJZLCBMC.XIFOTMQYGCBQDI.MOFkey-v1.UNKNOWN
NUVYIO_clean.cif	Zn.YROTZTMCXKTYMW.MOFkey-v1.pcu
NUVYOT_clean.cif	Ni.ITEFKUXVHRHIIA.MWVTWFVJZLCBMC.MOFkey-v1.sxb
NUWPOM_clean.cif	Mg.BVKZGUZCCUSVTD.MOFkey-v1.UNKNOWN
NUWVIM_clean.cif	Zn.XLYFOOGQZGGKGO.MOFkey-v1.dia
NUXMAU_clean.cif	Cu.OGUBVQFUSRWULT.MOFkey-v1.scu
NUXWAG_clean.cif	MnMo.JEVCWSUVFOYBFI.MOFkey-v1.hwx
NUYNAY_clean.cif	Ti.RHFSRTQXETUEBB.MOFkey-v1.acs
NUYNEC_clean.cif	Ti.PYIYAYUZFGTLPL.MOFkey-v1.acs
NUYQUU_clean.cif	Cd.PYRFHJUXDGQZPM.MOFkey-v1.umc
NUYVIN_clean.cif	Cd.QQVIHTHCMHWDBS.RETWYDZOYDJBIX.MOFkey-v1.ERROR
NUYVUZ_clean.cif	Cd.QNVNLUSHGRBCLO.RETWYDZOYDJBIX.MOFkey-v1.ERROR
NUYWEK_clean.cif	Cd.LFIDZIWWYNTQOQ.MOFkey-v1.dia
NUYWOU_clean.cif	Cd.LFIDZIWWYNTQOQ.MOFkey-v1.dia
NUZCIV_clean.cif	Co.DZXGDEPWZLFUEA.FYHYXACFXIUBNR.ZXWZFGFVAULZJH.MOFkey-v1.UNKNOWN
NUZFAR_clean.cif	Zn.VYDUANJYCATUJD.MOFkey-v1.sql
NUZSAD_clean.cif	Eu.KDYFGRWQOYBRFD.QCWTWMJMLSKQCJ.MOFkey-v1.sql
OBAFEF_clean.cif	CuTb.TWBYWOBDOCUKOW.MOFkey-v1.ERROR
OBAFIJ_clean.cif	CuTb.TWBYWOBDOCUKOW.MOFkey-v1.UNKNOWN
OBAFOP_clean.cif	CuTb.TWBYWOBDOCUKOW.MOFkey-v1.UNKNOWN
OBAHAD_clean.cif	Zn.OPPVSPRBJWXASH.MOFkey-v1.nbo-a
OBAHEH_clean.cif	Zn.OPPVSPRBJWXASH.MOFkey-v1.nbo-a
OBAHIL_clean.cif	Zn.OPPVSPRBJWXASH.MOFkey-v1.nbo-a
OBAHOR_clean.cif	Zn.OPPVSPRBJWXASH.MOFkey-v1.nbo-a
OBAHUX_clean.cif	Zn.OPPVSPRBJWXASH.MOFkey-v1.nbo-a
OBAJAF_clean.cif	Zn.OPPVSPRBJWXASH.MOFkey-v1.nbo-a
OBATUJ_clean.cif	Co.DFFAKBVEQKDFIK.MOFkey-v1.sod
OBEDAA_charged.cif	Ag.MQTVZLYMPRWMIY.MOFkey-v1.ERROR
OBEDEE_clean.cif	Ag.KXPKKUWZSWVEMW.MOFkey-v1.hcb
OBENAL01_clean.cif	Co.MISSING_LINKERS.MOFkey-v1.ERROR
OBENAL02_clean.cif	Co.MISSING_LINKERS.MOFkey-v1.ERROR
OBENAL_clean.cif	Co.MISSING_LINKERS.MOFkey-v1.ERROR
OBENUF_clean.cif	Gd.MUBZPKHOEPUJKR.QQVIHTHCMHWDBS.MOFkey-v1.ERROR
OBEPER_clean.cif	Tm.MUBZPKHOEPUJKR.NBDAHKQJXVLAID.MOFkey-v1.ERROR
OBIBAF_clean.cif	Mg.GIVPFNWTXATYKC.QTBSBXVTEAMEQO.MOFkey-v1.UNKNOWN
OBIBEJ_clean.cif	Ca.GIVPFNWTXATYKC.MOFkey-v1.sit
OBIBOT_clean.cif	Ba.GIVPFNWTXATYKC.YPJKMVATUPSWOH.MOFkey-v1.UNKNOWN
OBIYAC_clean.cif	Tb.OBWUQDSGYFNJRA.MOFkey-v1.UNKNOWN
OBODEQ_clean.cif	Nd.QMKYBPDZANOJGF.MOFkey-v1.rtl
OBOGUK_clean.cif	Zn.HCDRRPMFFMRKBF.MOFkey-v1.dia
OBONUO_charged.cif	Cu.DQRKTVIJNCVZAX.MOFkey-v1.ERROR
OBUBIW_clean.cif	CuLa.QEVGZEDELICMKH.MOFkey-v1.ERROR
OBUBOC_manual.cif	CuCe.QEVGZEDELICMKH.MOFkey-v1.UNKNOWN
OBUFEX_clean.cif	Zn.GTZCVFVGUGFEME.MWVTWFVJZLCBMC.MOFkey-v1.ERROR
OBUFIB_SL.cif	Zn.GTZCVFVGUGFEME.MWVTWFVJZLCBMC.MOFkey-v1.ERROR
OBUREL_clean.cif	Cu.OPSDTYQLKYEQKS.MOFkey-v1.nbo
OCACUR_clean.cif	Co.CYIDZMCFTVVTJO.MOFkey-v1.UNKNOWN
OCAQOY_clean.cif	VNi.MWVTWFVJZLCBMC.MOFkey-v1.UNKNOWN
OCAWAT_clean.cif	Cd.MJAQIFIPIIUEBN.MOFkey-v1.sra
OCEGIP_clean.cif	NA.MISSING_LINKERS.MOFkey-v1
OCEGOV_clean.cif	NA.MISSING_LINKERS.MOFkey-v1
OCEGUB01_clean.cif	NA.MISSING_LINKERS.MOFkey-v1
OCEGUB_clean.cif	NA.MISSING_LINKERS.MOFkey-v1
OCIHIS_clean.cif	Zr.VATANELVMGDPBT.MOFkey-v1.pts
OCILEU_clean.cif	Co.KKEYFWRCBNTPAC.RAHYJMLPIVODTK.MOFkey-v1.hex
OCILIY_clean.cif	Zn.SATWKVZGMWCXOJ.MOFkey-v1.sit
OCILOE_clean.cif	NA.MISSING_LINKERS.MOFkey-v1
OCILUK_clean.cif	NA.MISSING_LINKERS.MOFkey-v1
OCIMAR_clean.cif	NA.MISSING_LINKERS.MOFkey-v1
OCIMEV_clean.cif	NA.MISSING_LINKERS.MOFkey-v1
OCIMIZ_clean.cif	NA.MISSING_LINKERS.MOFkey-v1
OCIMOF_clean.cif	NA.MISSING_LINKERS.MOFkey-v1
OCIMUL_clean.cif	NA.MISSING_LINKERS.MOFkey-v1
OCINAS_clean.cif	Zn.SRTQKANXPMBQCX.MOFkey-v1.sql
OCINIA_clean.cif	Zn.PEUPUKDBCPLDIH.QMKYBPDZANOJGF.MOFkey-v1.UNKNOWN
OCIVIH_clean.cif	CoPr.WJJMNDUMQPNECX.MOFkey-v1.UNKNOWN
OCIYUW_charged.cif	Ag.SRNKZYRMFBGSGE.MOFkey-v1.nbo
OCIZAD_clean.cif	Cu.WVDRSXGPQWNUBN.MOFkey-v1.ERROR
OCIZIL_clean.cif	Zn.MIFVIKFUGIBACJ.WVDRSXGPQWNUBN.MOFkey-v1.dia
OCOKUP_clean.cif	Mn.JEVCWSUVFOYBFI.LBVWYGNGGJURHQ.MWVTWFVJZLCBMC.MOFkey-v1.UNKNOWN
OCUGEZ01_clean.cif	Nd.WNLRTRBMVRJNCN.MOFkey-v1.ERROR
OCUGEZ_clean.cif	Nd.WNLRTRBMVRJNCN.MOFkey-v1.ERROR
OCUMIL_clean.cif	Mn.XZMDWRIDZMFGBR.MOFkey-v1.UNKNOWN
OCUMOR_clean.cif	Mn.XZMDWRIDZMFGBR.MOFkey-v1.UNKNOWN
OCUMUX_clean.cif	Mn.XDWBDKXIBQSVHX.MOFkey-v1.UNKNOWN
OCUNAC_manual.cif	Cr.KKEYFWRCBNTPAC.MOFkey-v1.mtn-e
OCUNAE_clean.cif	Mn.XZMDWRIDZMFGBR.MOFkey-v1.UNKNOWN
OCUPOS_clean.cif	V.QTNVKGCBOJAMME.MOFkey-v1.nia
OCUPUY_clean.cif	V.NCTMVROMWLBADG.MOFkey-v1.UNKNOWN
OCUQIN_clean.cif	V.AMQPUHWDAVHLJO.MOFkey-v1.UNKNOWN
OCUQOT_clean.cif	V.AMQPUHWDAVHLJO.MOFkey-v1.UNKNOWN
OCUQUZ_clean.cif	V.AMQPUHWDAVHLJO.MOFkey-v1.UNKNOWN
OCURAG_clean.cif	V.AMQPUHWDAVHLJO.MOFkey-v1.UNKNOWN
OCUREK_clean.cif	V.AMQPUHWDAVHLJO.MOFkey-v1.UNKNOWN
OCURIO_clean.cif	V.AMQPUHWDAVHLJO.MOFkey-v1.UNKNOWN
OCUSIP_clean.cif	V.XMEMBTRAHXDWCO.MOFkey-v1.UNKNOWN
OCUSOV_clean.cif	V.AMQPUHWDAVHLJO.MOFkey-v1.UNKNOWN
OCUSUB_clean.cif	V.AMQPUHWDAVHLJO.MOFkey-v1.UNKNOWN
OCUTAI_clean.cif	V.AMQPUHWDAVHLJO.MOFkey-v1.UNKNOWN
OCUTEM_clean.cif	V.AMQPUHWDAVHLJO.MOFkey-v1.UNKNOWN
OCUVUF_clean.cif	KDyW.NKIHXXFBAZXWKK.SIOXPEMLGUPBBT.MOFkey-v1.ERROR
ODAGEI_clean.cif	
ODAHIK_charged.cif	Cu.JIBHAOWVMWFLDU.MOFkey-v1.cds
ODAJAG_clean.cif	
ODELOZ_clean.cif	V.XMEMBTRAHXDWCO.MOFkey-v1.nia
ODERIZ_clean.cif	Pd.YUQCKCVGYBGJJV.MOFkey-v1.sod
ODEZAB_clean.cif	Cu.HOPFHRDXSIPVJV.MOFkey-v1.nbo
ODIMAQ_clean.cif	ZnSm.QEVGZEDELICMKH.MOFkey-v1.UNKNOWN
ODIVUU_clean.cif	Zn.IRGCNJCKZJLYMA.QURGMSIQFRADOZ.MOFkey-v1.UNKNOWN
ODIXAC_charged.cif	Cd.SVQPJYAUEQAOEU.MOFkey-v1.UNKNOWN
ODIXEG_clean.cif	Zn.SVQPJYAUEQAOEU.MOFkey-v1.pts
ODIXIK_clean.cif	Cd.BCIWWKWCWKQBNF.CKJXNNAIUPCGJX.DJNAEEGAPFAPSJ.MXJBHVLEFHAESD.SSODQXRGMVULMF.MOFkey-v1.ERROR
ODODES_clean.cif	Zn.SVQPJYAUEQAOEU.MOFkey-v1.UNKNOWN
ODODIW_clean.cif	Zn.SVQPJYAUEQAOEU.MOFkey-v1.kgd
ODODOC_clean.cif	Cd.SVQPJYAUEQAOEU.MOFkey-v1.kgd
ODODUI_clean.cif	Zn.SVQPJYAUEQAOEU.MOFkey-v1.UNKNOWN
ODOMIF_clean.cif	Mn.ABMFBCRYHDZLRD.MOFkey-v1.rna
ODONEB_clean.cif	Ni.OGNCVVRIKNGJHQ.RDTNQEHKHNGYNY.MOFkey-v1.uon
ODONIF_clean.cif	Co.OGNCVVRIKNGJHQ.RDTNQEHKHNGYNY.MOFkey-v1.uon
ODOXEK_clean.cif	Cd.QMKYBPDZANOJGF.MOFkey-v1.UNKNOWN
ODUNEH_clean.cif	Zn.NEQFBGHQPUXOFH.MOFkey-v1.dia
OFAMUF_clean.cif	Co.GZJYHAYPVZNUJX.MOFkey-v1.ERROR
OFAPIW_clean.cif	Co.VJMFFUYADOLVPM.MOFkey-v1.hcb
OFAVUO_clean.cif	NA.MISSING_LINKERS.MOFkey-v1
OFAWAV_clean.cif	Hf.RXOHFPCZGPKIRD.MOFkey-v1.bcu
OFAWEZ_clean.cif	Hf.RXOHFPCZGPKIRD.MOFkey-v1.bcu
OFEHAK_clean.cif	Cd.SMNHHLOXHNOSBL.MOFkey-v1.lvt
OFEHEO_clean.cif	Cd.MWVTWFVJZLCBMC.SMNHHLOXHNOSBL.MOFkey-v1.crs
OFEQOG_clean.cif	Pd.YUQCKCVGYBGJJV.MOFkey-v1.sod
OFEREX_clean.cif	Eu.QMKYBPDZANOJGF.MOFkey-v1.rnb
OFERUN02_clean_h.cif	Zn.JMJQAZKPCYETFU.YFFQUDCLMWOYCW.MOFkey-v1.sod
OFERUN03_clean.cif	Zn.YFFQUDCLMWOYCW.MOFkey-v1.sod
OFERUN04_clean.cif	Zn.YFFQUDCLMWOYCW.MOFkey-v1.sod
OFERUN06_clean.cif	Zn.PPBIUZCILPIDDY.MOFkey-v1.sod
OFERUN09_clean.cif	Zn.DFFAKBVEQKDFIK.MOFkey-v1.sod
OFERUN_clean.cif	Zn.YFFQUDCLMWOYCW.MOFkey-v1.sod
OFESAU_clean.cif	CuGd.NBZBKCUXIYYUSX.MOFkey-v1.UNKNOWN
OFESEY_clean.cif	CuNd.NBZBKCUXIYYUSX.MOFkey-v1.UNKNOWN
OFESIC_clean.cif	CuSm.NBZBKCUXIYYUSX.MOFkey-v1.UNKNOWN
OFIWIK01_charged.cif	Zn.USILCGNAAAODFG.MOFkey-v1.UNKNOWN
OFIWIK_charged.cif	Zn.USILCGNAAAODFG.WMMJLFVJTYKZPZ.MOFkey-v1.UNKNOWN
OFIWOQ_charged.cif	Zn.USILCGNAAAODFG.MOFkey-v1.UNKNOWN
OFOCUI_clean.cif	Cu.MXBBZODCMBYDCL.MOFkey-v1.nbo
OFODET_clean.cif	Mn.MXBBZODCMBYDCL.MOFkey-v1.pts
OFUCAV_clean.cif	Ce.KDYFGRWQOYBRFD.MUBZPKHOEPUJKR.MOFkey-v1.ERROR
OFUCEZ_clean.cif	Ce.VZCYOOQTPOCHFL.MOFkey-v1.ERROR
OFUDUQ_clean.cif	Co.MEEYNYPUTPUUQB.NKUFFYFOBGGDTP.MOFkey-v1.ERROR
OFUFUR_clean.cif	
OFUSAL_clean.cif	Ag.HSQSVCLFSXESCO.MOFkey-v1.srs
OFUSEP_clean.cif	Ag.HSQSVCLFSXESCO.MOFkey-v1.sql
OFUYUL_SL.cif	Zn.QNVNLUSHGRBCLO.MOFkey-v1.apo
OFUZIZ_clean.cif	CuMo.OUXGTINVQZOBKT.QWENRTYMTSOGBR.MOFkey-v1.ERROR
OGAGAF_clean.cif	Zn.OGNCVVRIKNGJHQ.USILCGNAAAODFG.MOFkey-v1.UNKNOWN
OGAGEJ_clean.cif	Zn.OGNCVVRIKNGJHQ.USILCGNAAAODFG.MOFkey-v1.UNKNOWN
OGAGIN_clean.cif	Zn.OGNCVVRIKNGJHQ.USILCGNAAAODFG.MOFkey-v1.UNKNOWN
OGAQES_clean.cif	Ba.KCNSCJILLVKCQW.MOFkey-v1.bnn
OGAXUR_clean.cif	Co.AMAYPWXOUKIKOY.MOFkey-v1.UNKNOWN
OGEBAF01_clean.cif	Cu.FDJZWARKLYJKKZ.MOFkey-v1.agw
